sentence1,sentence2,similarity
Một người đàn ông chơi với giày có bánh xe,Một đứa trẻ mặc váy màu tím được nhìn thấy trong hình ảnh,0
Một người đàn ông chơi với giày có bánh xe, Một người đàn ông lái xe lăn,0.87
Một người đàn ông chơi với giày có bánh xe,Nam thanh niên mặc áo sọc thể hiện kỹ năng nhảy,0.27
Một người đàn ông chơi với giày có bánh xe,Một nhóm trẻ nhỏ đang chơi bóng đá,0.13
Một đứa trẻ mặc váy màu tím được nhìn thấy trong hình ảnh, Một người đàn ông lái xe lăn,0.2
Một đứa trẻ mặc váy màu tím được nhìn thấy trong hình ảnh,Nam thanh niên mặc áo sọc thể hiện kỹ năng nhảy,0.2
Một đứa trẻ mặc váy màu tím được nhìn thấy trong hình ảnh,Một nhóm trẻ nhỏ đang chơi bóng đá,0.13
 Một người đàn ông lái xe lăn,Nam thanh niên mặc áo sọc thể hiện kỹ năng nhảy,0
 Một người đàn ông lái xe lăn,Một nhóm trẻ nhỏ đang chơi bóng đá,0
Nam thanh niên mặc áo sọc thể hiện kỹ năng nhảy,Một nhóm trẻ nhỏ đang chơi bóng đá,0
Một đứa trẻ chơi đùa với sóng biển,Một đứa trẻ được nhìn thấy đang chơi đùa với sóng,0.87
Một đứa trẻ chơi đùa với sóng biển,Một cậu bé cưỡi sóng,0.8
Một đứa trẻ chơi đùa với sóng biển,Chàng trai mặc áo khoác xanh đang tập trượt tuyết trên tuyết,0
Một đứa trẻ chơi đùa với sóng biển,Một thanh niên đội mũ trùm đầu đi giày trượt patin,0
Một đứa trẻ được nhìn thấy đang chơi đùa với sóng,Một cậu bé cưỡi sóng,0.6
Một đứa trẻ được nhìn thấy đang chơi đùa với sóng,Chàng trai mặc áo khoác xanh đang tập trượt tuyết trên tuyết,0
Một đứa trẻ được nhìn thấy đang chơi đùa với sóng,Một thanh niên đội mũ trùm đầu đi giày trượt patin,0
Một cậu bé cưỡi sóng,Chàng trai mặc áo khoác xanh đang tập trượt tuyết trên tuyết,0
Một cậu bé cưỡi sóng,Một thanh niên đội mũ trùm đầu đi giày trượt patin,0
Chàng trai mặc áo khoác xanh đang tập trượt tuyết trên tuyết,Một thanh niên đội mũ trùm đầu đi giày trượt patin,0
Hai người phụ nữ đang tham gia một trận đấu vật, Hai người phụ nữ đang tham gia một trận đấu vật,0.93
Hai người phụ nữ đang tham gia một trận đấu vật, Hai người phụ nữ đang đấm bốc,0.8
Hai người phụ nữ đang tham gia một trận đấu vật,Nam thanh niên mặc áo khoác xanh nhảy qua lan can xà nhà,0
Hai người phụ nữ đang tham gia một trận đấu vật,Một đứa trẻ nhỏ đang nổi trên mặt nước,0
 Hai người phụ nữ đang tham gia một trận đấu vật, Hai người phụ nữ đang đấm bốc,0.73
 Hai người phụ nữ đang tham gia một trận đấu vật,Nam thanh niên mặc áo khoác xanh nhảy qua lan can xà nhà,0
 Hai người phụ nữ đang tham gia một trận đấu vật,Một đứa trẻ nhỏ đang nổi trên mặt nước,0
 Hai người phụ nữ đang đấm bốc,Nam thanh niên mặc áo khoác xanh nhảy qua lan can xà nhà,0
 Hai người phụ nữ đang đấm bốc,Một đứa trẻ nhỏ đang nổi trên mặt nước,0
Nam thanh niên mặc áo khoác xanh nhảy qua lan can xà nhà,Một đứa trẻ nhỏ đang nổi trên mặt nước,0
Một người đàn ông ném Karanam từ trên núi tuyết,Một vận động viên trượt tuyết rơi từ trên cao xuống,0.53
Một người đàn ông ném Karanam từ trên núi tuyết, Một người đàn ông ném karanam xuống tuyết,0.8
Một người đàn ông ném Karanam từ trên núi tuyết,Một nhóm nam sinh đang chơi bóng đá trên đường phố,0
Một người đàn ông ném Karanam từ trên núi tuyết,Hai phụ nữ trẻ đang đánh nhau trên bục,0
Một vận động viên trượt tuyết rơi từ trên cao xuống, Một người đàn ông ném karanam xuống tuyết,0.6
Một vận động viên trượt tuyết rơi từ trên cao xuống,Một nhóm nam sinh đang chơi bóng đá trên đường phố,0
Một vận động viên trượt tuyết rơi từ trên cao xuống,Hai phụ nữ trẻ đang đánh nhau trên bục,0
 Một người đàn ông ném karanam xuống tuyết,Một nhóm nam sinh đang chơi bóng đá trên đường phố,0
 Một người đàn ông ném karanam xuống tuyết,Hai phụ nữ trẻ đang đánh nhau trên bục,0
Một nhóm nam sinh đang chơi bóng đá trên đường phố,Hai phụ nữ trẻ đang đánh nhau trên bục,0
Một tay đua xe máy đang lái chiếc xe máy của mình với tốc độ nhanh,Một đối thủ trong một cuộc đua xe máy được nhìn thấy trong hình ảnh,0.87
Một tay đua xe máy đang lái chiếc xe máy của mình với tốc độ nhanh,Một người đàn ông tham gia cuộc đua xe máy,0.87
Một tay đua xe máy đang lái chiếc xe máy của mình với tốc độ nhanh,Chàng trai mặc áo khoác tím đang tập trượt patin,0
Một tay đua xe máy đang lái chiếc xe máy của mình với tốc độ nhanh,Một người trượt ván tuyết đã ném mình lên qua những cái cây,0
Một đối thủ trong một cuộc đua xe máy được nhìn thấy trong hình ảnh,Một người đàn ông tham gia cuộc đua xe máy,0.87
Một đối thủ trong một cuộc đua xe máy được nhìn thấy trong hình ảnh,Chàng trai mặc áo khoác tím đang tập trượt patin,0
Một đối thủ trong một cuộc đua xe máy được nhìn thấy trong hình ảnh,Một người trượt ván tuyết đã ném mình lên qua những cái cây,0
Một người đàn ông tham gia cuộc đua xe máy,Chàng trai mặc áo khoác tím đang tập trượt patin,0
Một người đàn ông tham gia cuộc đua xe máy,Một người trượt ván tuyết đã ném mình lên qua những cái cây,0
Chàng trai mặc áo khoác tím đang tập trượt patin,Một người trượt ván tuyết đã ném mình lên qua những cái cây,0
Người đi xe máy điều khiển bánh trước của xe máy,Xuất hiện nam thanh niên một bánh đi xe máy,0.87
Người đi xe máy điều khiển bánh trước của xe máy,Một người đàn ông tham gia cuộc đua xe máy,0.53
Người đi xe máy điều khiển bánh trước của xe máy,Cậu bé với mái tóc xoăn màu đồng bơi trên biển với chiếc ván bơi của mình,0
Người đi xe máy điều khiển bánh trước của xe máy,Một người mặc áo vàng đang đi xe máy,0.53
Xuất hiện nam thanh niên một bánh đi xe máy,Một người đàn ông tham gia cuộc đua xe máy,0.47
Xuất hiện nam thanh niên một bánh đi xe máy,Cậu bé với mái tóc xoăn màu đồng bơi trên biển với chiếc ván bơi của mình,0
Xuất hiện nam thanh niên một bánh đi xe máy,Một người mặc áo vàng đang đi xe máy,0.6
Một người đàn ông tham gia cuộc đua xe máy,Cậu bé với mái tóc xoăn màu đồng bơi trên biển với chiếc ván bơi của mình,0
Một người đàn ông tham gia cuộc đua xe máy,Một người mặc áo vàng đang đi xe máy,0.73
Cậu bé với mái tóc xoăn màu đồng bơi trên biển với chiếc ván bơi của mình,Một người mặc áo vàng đang đi xe máy,0
Một người đàn ông đang tập karanam trên núi tuyết,Một nhiếp ảnh gia chụp ảnh cuộc thi trượt tuyết,0.2
Một người đàn ông đang tập karanam trên núi tuyết,Một người đàn ông đang trượt tuyết,0.67
Một người đàn ông đang tập karanam trên núi tuyết,Hai cô gái tóc vàng đang đấu vật,0
Một người đàn ông đang tập karanam trên núi tuyết,Một người đàn ông mặc áo xanh đang đi xe máy,0
Một nhiếp ảnh gia chụp ảnh cuộc thi trượt tuyết,Một người đàn ông đang trượt tuyết,0.4
Một nhiếp ảnh gia chụp ảnh cuộc thi trượt tuyết,Hai cô gái tóc vàng đang đấu vật,0
Một nhiếp ảnh gia chụp ảnh cuộc thi trượt tuyết,Một người đàn ông mặc áo xanh đang đi xe máy,0
Một người đàn ông đang trượt tuyết,Hai cô gái tóc vàng đang đấu vật,0
Một người đàn ông đang trượt tuyết,Một người đàn ông mặc áo xanh đang đi xe máy,0
Hai cô gái tóc vàng đang đấu vật,Một người đàn ông mặc áo xanh đang đi xe máy,0
Một người đàn ông chơi trên núi tuyết,Hình vẽ thể hiện cảnh một cuộc thi trượt tuyết,0.73
Một người đàn ông chơi trên núi tuyết,Một người đàn ông đang trượt tuyết,0.73
Một người đàn ông chơi trên núi tuyết,Một người đàn ông mặc bộ đồ màu xanh đang trượt tuyết trong tuyết,0.73
Một người đàn ông chơi trên núi tuyết,Một người ghi lại địa điểm thể thao trên tuyết,0.47
Hình vẽ thể hiện cảnh một cuộc thi trượt tuyết,Một người đàn ông đang trượt tuyết,0.73
Hình vẽ thể hiện cảnh một cuộc thi trượt tuyết,Một người đàn ông mặc bộ đồ màu xanh đang trượt tuyết trong tuyết,0.6
Hình vẽ thể hiện cảnh một cuộc thi trượt tuyết,Một người ghi lại địa điểm thể thao trên tuyết,0.47
Một người đàn ông đang trượt tuyết,Một người đàn ông mặc bộ đồ màu xanh đang trượt tuyết trong tuyết,0.8
Một người đàn ông đang trượt tuyết,Một người ghi lại địa điểm thể thao trên tuyết,0.4
Một người đàn ông mặc bộ đồ màu xanh đang trượt tuyết trong tuyết,Một người ghi lại địa điểm thể thao trên tuyết,0.33
Một người đàn ông chơi bên cạnh một tòa nhà,Một đứa trẻ được nhìn thấy đang trượt băng trên tay vịn,0.33
Một người đàn ông chơi bên cạnh một tòa nhà, Một người đàn ông đứng trên hàng rào và chuẩn bị nhảy,0.27
Một người đàn ông chơi bên cạnh một tòa nhà,Người đàn ông mặc bộ đồ màu vàng đang lái xe mô tô trong một cuộc đua,0.13
Một người đàn ông chơi bên cạnh một tòa nhà,Một người chơi chạy nước rút trên tuyết,0.13
Một đứa trẻ được nhìn thấy đang trượt băng trên tay vịn, Một người đàn ông đứng trên hàng rào và chuẩn bị nhảy,0.53
Một đứa trẻ được nhìn thấy đang trượt băng trên tay vịn,Người đàn ông mặc bộ đồ màu vàng đang lái xe mô tô trong một cuộc đua,0.13
Một đứa trẻ được nhìn thấy đang trượt băng trên tay vịn,Một người chơi chạy nước rút trên tuyết,0.2
 Một người đàn ông đứng trên hàng rào và chuẩn bị nhảy,Người đàn ông mặc bộ đồ màu vàng đang lái xe mô tô trong một cuộc đua,0.13
 Một người đàn ông đứng trên hàng rào và chuẩn bị nhảy,Một người chơi chạy nước rút trên tuyết,0.2
Người đàn ông mặc bộ đồ màu vàng đang lái xe mô tô trong một cuộc đua,Một người chơi chạy nước rút trên tuyết,0.13
Một người đàn ông đi xe đạp, Trong hình ảnh có thể thấy một người đi xe đạp đang vượt qua chướng ngại vật,0.53
Một người đàn ông đi xe đạp,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.87
Một người đàn ông đi xe đạp,Một người khoe chuyến phiêu lưu mô tô ở vùng đồng bằng,0.47
Một người đàn ông đi xe đạp,Nam thanh niên trượt qua lan can,0
 Trong hình ảnh có thể thấy một người đi xe đạp đang vượt qua chướng ngại vật,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.47
 Trong hình ảnh có thể thấy một người đi xe đạp đang vượt qua chướng ngại vật,Một người khoe chuyến phiêu lưu mô tô ở vùng đồng bằng,0.33
 Trong hình ảnh có thể thấy một người đi xe đạp đang vượt qua chướng ngại vật,Nam thanh niên trượt qua lan can,0.07
Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,Một người khoe chuyến phiêu lưu mô tô ở vùng đồng bằng,0.4
Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,Nam thanh niên trượt qua lan can,0
Một người khoe chuyến phiêu lưu mô tô ở vùng đồng bằng,Nam thanh niên trượt qua lan can,0
Một cô gái đang nhảy,Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,0.47
Một cô gái đang nhảy,Một cô gái trẻ biểu diễn karanam trước một nhóm người,0.4
Một cô gái đang nhảy, Cô gái ném karanam xuống đường,0.4
Một cô gái đang nhảy,Một người phụ nữ khác quan sát một cô gái trẻ đang nhảy múa,0.33
Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,Một cô gái trẻ biểu diễn karanam trước một nhóm người,0.6
Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn, Cô gái ném karanam xuống đường,0.4
Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,Một người phụ nữ khác quan sát một cô gái trẻ đang nhảy múa,0.73
Một cô gái trẻ biểu diễn karanam trước một nhóm người, Cô gái ném karanam xuống đường,0.8
Một cô gái trẻ biểu diễn karanam trước một nhóm người,Một người phụ nữ khác quan sát một cô gái trẻ đang nhảy múa,0.67
 Cô gái ném karanam xuống đường,Một người phụ nữ khác quan sát một cô gái trẻ đang nhảy múa,0.6
Một cô gái nhảy lên,Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,0.4
Một cô gái nhảy lên,"Một thiếu nữ khiêu vũ trước đám đông, với hai thiếu nữ khác đứng đằng sau cô ấy",0.33
Một cô gái nhảy lên,Một cô gái nhảy múa trên đường phố,0.4
Một cô gái nhảy lên,Hai cô gái trẻ đang đứng giữa đường,0.13
Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,"Một thiếu nữ khiêu vũ trước đám đông, với hai thiếu nữ khác đứng đằng sau cô ấy",0.67
Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,Một cô gái nhảy múa trên đường phố,0.53
Một người phụ nữ chơi karanam trong khi đám đông đứng nhìn,Hai cô gái trẻ đang đứng giữa đường,0.27
"Một thiếu nữ khiêu vũ trước đám đông, với hai thiếu nữ khác đứng đằng sau cô ấy",Một cô gái nhảy múa trên đường phố,0.47
"Một thiếu nữ khiêu vũ trước đám đông, với hai thiếu nữ khác đứng đằng sau cô ấy",Hai cô gái trẻ đang đứng giữa đường,0.47
Một cô gái nhảy múa trên đường phố,Hai cô gái trẻ đang đứng giữa đường,0.27
 Hai người chơi,Hai cầu thủ chuẩn bị nhảy lên đánh bóng,0.4
 Hai người chơi,Hai cầu thủ bóng đá của hai đội đụng độ nhau,0.4
 Hai người chơi,Mọi người đang chơi bóng đá,0.2
 Hai người chơi,Một nhóm cầu thủ đang chơi bóng đá,0.27
Hai cầu thủ chuẩn bị nhảy lên đánh bóng,Hai cầu thủ bóng đá của hai đội đụng độ nhau,0.67
Hai cầu thủ chuẩn bị nhảy lên đánh bóng,Mọi người đang chơi bóng đá,0.53
Hai cầu thủ chuẩn bị nhảy lên đánh bóng,Một nhóm cầu thủ đang chơi bóng đá,0.6
Hai cầu thủ bóng đá của hai đội đụng độ nhau,Mọi người đang chơi bóng đá,0.53
Hai cầu thủ bóng đá của hai đội đụng độ nhau,Một nhóm cầu thủ đang chơi bóng đá,0.6
Mọi người đang chơi bóng đá,Một nhóm cầu thủ đang chơi bóng đá,0.8
Một con chó chạy trên tuyết với một cây gậy,Một chú chó có bộ lông màu nâu và trắng đi dạo trên núi tuyết,0.67
Một con chó chạy trên tuyết với một cây gậy,Một con chó cầm gậy đi trên tuyết,1
Một con chó chạy trên tuyết với một cây gậy, Một con chó ngậm chiếc hộp nhỏ trong miệng và chạy trên tuyết,0.93
Một con chó chạy trên tuyết với một cây gậy,Một con chó đang chơi ở một nơi có tuyết,0.8
Một chú chó có bộ lông màu nâu và trắng đi dạo trên núi tuyết,Một con chó cầm gậy đi trên tuyết,0.67
Một chú chó có bộ lông màu nâu và trắng đi dạo trên núi tuyết, Một con chó ngậm chiếc hộp nhỏ trong miệng và chạy trên tuyết,0.67
Một chú chó có bộ lông màu nâu và trắng đi dạo trên núi tuyết,Một con chó đang chơi ở một nơi có tuyết,0.67
Một con chó cầm gậy đi trên tuyết, Một con chó ngậm chiếc hộp nhỏ trong miệng và chạy trên tuyết,0.87
Một con chó cầm gậy đi trên tuyết,Một con chó đang chơi ở một nơi có tuyết,0.73
 Một con chó ngậm chiếc hộp nhỏ trong miệng và chạy trên tuyết,Một con chó đang chơi ở một nơi có tuyết,0.67
Một người đàn ông đi xe đạp qua đống đất,Người đàn ông lái xe máy vượt rào chắn,0.47
Một người đàn ông đi xe đạp qua đống đất,Một người đàn ông thực hiện các pha nhào lộn trên xe đạp ở khu vực ngoài trời,0.67
Một người đàn ông đi xe đạp qua đống đất,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.53
Một người đàn ông đi xe đạp qua đống đất,Một thanh niên đạp xe qua một gò đất,0.87
Người đàn ông lái xe máy vượt rào chắn,Một người đàn ông thực hiện các pha nhào lộn trên xe đạp ở khu vực ngoài trời,0.67
Người đàn ông lái xe máy vượt rào chắn,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.6
Người đàn ông lái xe máy vượt rào chắn,Một thanh niên đạp xe qua một gò đất,0.6
Một người đàn ông thực hiện các pha nhào lộn trên xe đạp ở khu vực ngoài trời,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.73
Một người đàn ông thực hiện các pha nhào lộn trên xe đạp ở khu vực ngoài trời,Một thanh niên đạp xe qua một gò đất,0.67
Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,Một thanh niên đạp xe qua một gò đất,0.53
Một cầu thủ hướng bóng về phía lưới,Một cầu thủ bóng đá đá bóng để ghi bàn thắng,0.8
Một cầu thủ hướng bóng về phía lưới,Một cầu thủ chuẩn bị đưa bóng vào lưới,0.93
Một cầu thủ hướng bóng về phía lưới,Mọi người đang chơi bóng đá,0.73
Một cầu thủ hướng bóng về phía lưới,Một nhóm cầu thủ quan sát cách một cầu thủ đánh bóng,0.53
Một cầu thủ bóng đá đá bóng để ghi bàn thắng,Một cầu thủ chuẩn bị đưa bóng vào lưới,0.93
Một cầu thủ bóng đá đá bóng để ghi bàn thắng,Mọi người đang chơi bóng đá,0.67
Một cầu thủ bóng đá đá bóng để ghi bàn thắng,Một nhóm cầu thủ quan sát cách một cầu thủ đánh bóng,0.6
Một cầu thủ chuẩn bị đưa bóng vào lưới,Mọi người đang chơi bóng đá,0.6
Một cầu thủ chuẩn bị đưa bóng vào lưới,Một nhóm cầu thủ quan sát cách một cầu thủ đánh bóng,0.6
Mọi người đang chơi bóng đá,Một nhóm cầu thủ quan sát cách một cầu thủ đánh bóng,0.6
Một người chơi chạy với một cây gậy,Một cầu thủ khúc côn cầu cầm cây gậy của mình,0.6
Một người chơi chạy với một cây gậy,Hai cầu thủ đang tham gia một trận đấu khúc côn cầu,0.53
Một người chơi chạy với một cây gậy, Một nhóm người đang chạy và chơi,0.6
Một người chơi chạy với một cây gậy,Hai người chơi đang chạy trên sân chơi xanh,0.53
Một cầu thủ khúc côn cầu cầm cây gậy của mình,Hai cầu thủ đang tham gia một trận đấu khúc côn cầu,0.47
Một cầu thủ khúc côn cầu cầm cây gậy của mình, Một nhóm người đang chạy và chơi,0.27
Một cầu thủ khúc côn cầu cầm cây gậy của mình,Hai người chơi đang chạy trên sân chơi xanh,0.47
Hai cầu thủ đang tham gia một trận đấu khúc côn cầu, Một nhóm người đang chạy và chơi,0.53
Hai cầu thủ đang tham gia một trận đấu khúc côn cầu,Hai người chơi đang chạy trên sân chơi xanh,0.47
 Một nhóm người đang chạy và chơi,Hai người chơi đang chạy trên sân chơi xanh,0.53
Nhiều người tham gia tập thể dục,Một nhóm người tham gia một số môn võ thuật tại phòng tập thể dục trong nhà,0.4
Nhiều người tham gia tập thể dục,Một vài người đàn ông mặc áo sơ mi trắng đang tập luyện và một giám khảo châu Á đang theo dõi,0.27
Nhiều người tham gia tập thể dục,Một nhóm người đang tập thể dục,1
Nhiều người tham gia tập thể dục,Một người khác quan sát một nhóm thanh niên đang tập luyện,0.33
Một nhóm người tham gia một số môn võ thuật tại phòng tập thể dục trong nhà,Một vài người đàn ông mặc áo sơ mi trắng đang tập luyện và một giám khảo châu Á đang theo dõi,0.4
Một nhóm người tham gia một số môn võ thuật tại phòng tập thể dục trong nhà,Một nhóm người đang tập thể dục,0.33
Một nhóm người tham gia một số môn võ thuật tại phòng tập thể dục trong nhà,Một người khác quan sát một nhóm thanh niên đang tập luyện,0.33
Một vài người đàn ông mặc áo sơ mi trắng đang tập luyện và một giám khảo châu Á đang theo dõi,Một nhóm người đang tập thể dục,0.27
Một vài người đàn ông mặc áo sơ mi trắng đang tập luyện và một giám khảo châu Á đang theo dõi,Một người khác quan sát một nhóm thanh niên đang tập luyện,0.6
Một nhóm người đang tập thể dục,Một người khác quan sát một nhóm thanh niên đang tập luyện,0.4
Một con tàu cũ đang đậu trong bến,Một chiếc thuyền lớn đang đậu trong hồ chứa gần một tòa nhà,0.67
Một con tàu cũ đang đậu trong bến,Một chiếc thuyền đang đậu trên một con kênh và một người đàn ông đội khăn trùm đầu màu trắng được nhìn thấy gần đó,0.67
Một con tàu cũ đang đậu trong bến, Một con tàu cũ đang đậu trong bến,0.93
Một con tàu cũ đang đậu trong bến,Một người lao động đứng gần một ngôi nhà,0.13
Một chiếc thuyền lớn đang đậu trong hồ chứa gần một tòa nhà,Một chiếc thuyền đang đậu trên một con kênh và một người đàn ông đội khăn trùm đầu màu trắng được nhìn thấy gần đó,0.53
Một chiếc thuyền lớn đang đậu trong hồ chứa gần một tòa nhà, Một con tàu cũ đang đậu trong bến,0.53
Một chiếc thuyền lớn đang đậu trong hồ chứa gần một tòa nhà,Một người lao động đứng gần một ngôi nhà,0.13
Một chiếc thuyền đang đậu trên một con kênh và một người đàn ông đội khăn trùm đầu màu trắng được nhìn thấy gần đó, Một con tàu cũ đang đậu trong bến,0.4
Một chiếc thuyền đang đậu trên một con kênh và một người đàn ông đội khăn trùm đầu màu trắng được nhìn thấy gần đó,Một người lao động đứng gần một ngôi nhà,0.2
 Một con tàu cũ đang đậu trong bến,Một người lao động đứng gần một ngôi nhà,0
Một người đang lướt trên sóng,Người đàn ông đùa giỡn với sóng biển,0.87
Một người đang lướt trên sóng,Một người đàn ông mặc bộ đồ đen đang lướt sóng trên biển,0.8
Một người đang lướt trên sóng,Một người đàn ông cưỡi sóng,0.87
Một người đang lướt trên sóng,Một thanh niên đang chơi đùa với sóng,0.87
Người đàn ông đùa giỡn với sóng biển,Một người đàn ông mặc bộ đồ đen đang lướt sóng trên biển,0.73
Người đàn ông đùa giỡn với sóng biển,Một người đàn ông cưỡi sóng,1
Người đàn ông đùa giỡn với sóng biển,Một thanh niên đang chơi đùa với sóng,0.8
Một người đàn ông mặc bộ đồ đen đang lướt sóng trên biển,Một người đàn ông cưỡi sóng,0.73
Một người đàn ông mặc bộ đồ đen đang lướt sóng trên biển,Một thanh niên đang chơi đùa với sóng,0.67
Một người đàn ông cưỡi sóng,Một thanh niên đang chơi đùa với sóng,0.73
Một người đàn ông đi xe đạp trong rừng,Một người đàn ông đang đi xe đạp xuyên qua một khu rừng,0.93
Một người đàn ông đi xe đạp trong rừng, Một người đàn ông tham gia cuộc đua xe đạp leo núi giữa rừng,0.87
Một người đàn ông đi xe đạp trong rừng,Một người đàn ông tham gia cuộc đua xe đạp,0.6
Một người đàn ông đi xe đạp trong rừng,Một người đi xe đạp dọc theo một con đường hẹp,0.67
Một người đàn ông đang đi xe đạp xuyên qua một khu rừng, Một người đàn ông tham gia cuộc đua xe đạp leo núi giữa rừng,0.8
Một người đàn ông đang đi xe đạp xuyên qua một khu rừng,Một người đàn ông tham gia cuộc đua xe đạp,0.6
Một người đàn ông đang đi xe đạp xuyên qua một khu rừng,Một người đi xe đạp dọc theo một con đường hẹp,0.6
 Một người đàn ông tham gia cuộc đua xe đạp leo núi giữa rừng,Một người đàn ông tham gia cuộc đua xe đạp,0.8
 Một người đàn ông tham gia cuộc đua xe đạp leo núi giữa rừng,Một người đi xe đạp dọc theo một con đường hẹp,0.6
Một người đàn ông tham gia cuộc đua xe đạp,Một người đi xe đạp dọc theo một con đường hẹp,0.6
Một người dân nổ súng,Một người đàn ông kích hoạt súng,0.93
Một người dân nổ súng,Hình ảnh cho thấy ánh sáng phát ra từ khẩu súng lục tại một thời điểm nhất định,0.73
Một người dân nổ súng, Một người đàn ông bắn bằng súng,1
Một người dân nổ súng,Bức ảnh này cho thấy một người đang bắn súng,0.53
Một người đàn ông kích hoạt súng,Hình ảnh cho thấy ánh sáng phát ra từ khẩu súng lục tại một thời điểm nhất định,0.67
Một người đàn ông kích hoạt súng, Một người đàn ông bắn bằng súng,0.93
Một người đàn ông kích hoạt súng,Bức ảnh này cho thấy một người đang bắn súng,0.6
Hình ảnh cho thấy ánh sáng phát ra từ khẩu súng lục tại một thời điểm nhất định, Một người đàn ông bắn bằng súng,0.67
Hình ảnh cho thấy ánh sáng phát ra từ khẩu súng lục tại một thời điểm nhất định,Bức ảnh này cho thấy một người đang bắn súng,0.67
 Một người đàn ông bắn bằng súng,Bức ảnh này cho thấy một người đang bắn súng,0.6
Một số người đang chơi đùa trong tuyết,Một nhóm người đang chơi thể thao trên tuyết giữa núi tuyết,0.73
Một số người đang chơi đùa trong tuyết,Hai người đàn ông đang trượt tuyết,0.73
Một số người đang chơi đùa trong tuyết, Mọi người đang trượt tuyết,0.73
Một số người đang chơi đùa trong tuyết, Hai thanh niên tham gia môn thể thao trên tuyết,0.73
Một nhóm người đang chơi thể thao trên tuyết giữa núi tuyết,Hai người đàn ông đang trượt tuyết,0.67
Một nhóm người đang chơi thể thao trên tuyết giữa núi tuyết, Mọi người đang trượt tuyết,0.8
Một nhóm người đang chơi thể thao trên tuyết giữa núi tuyết, Hai thanh niên tham gia môn thể thao trên tuyết,0.6
Hai người đàn ông đang trượt tuyết, Mọi người đang trượt tuyết,0.6
Hai người đàn ông đang trượt tuyết, Hai thanh niên tham gia môn thể thao trên tuyết,0.67
 Mọi người đang trượt tuyết, Hai thanh niên tham gia môn thể thao trên tuyết,0.67
Một người đi xe máy qua một tảng đá,Một người đàn ông nhấc bánh trước của xe máy lên và đá xe máy qua chướng ngại vật,0.73
Một người đi xe máy qua một tảng đá, Một người đàn ông thể hiện những pha nguy hiểm của mình trong cuộc đua xe mô tô,0.73
Một người đi xe máy qua một tảng đá, Một người đàn ông lái một bánh trên xe máy,0.6
Một người đi xe máy qua một tảng đá,Người đi xe máy giữ thăng bằng xe máy trên tảng đá,0.73
Một người đàn ông nhấc bánh trước của xe máy lên và đá xe máy qua chướng ngại vật, Một người đàn ông thể hiện những pha nguy hiểm của mình trong cuộc đua xe mô tô,0.73
Một người đàn ông nhấc bánh trước của xe máy lên và đá xe máy qua chướng ngại vật, Một người đàn ông lái một bánh trên xe máy,0.8
Một người đàn ông nhấc bánh trước của xe máy lên và đá xe máy qua chướng ngại vật,Người đi xe máy giữ thăng bằng xe máy trên tảng đá,0.53
 Một người đàn ông thể hiện những pha nguy hiểm của mình trong cuộc đua xe mô tô, Một người đàn ông lái một bánh trên xe máy,0.87
 Một người đàn ông thể hiện những pha nguy hiểm của mình trong cuộc đua xe mô tô,Người đi xe máy giữ thăng bằng xe máy trên tảng đá,0.87
 Một người đàn ông lái một bánh trên xe máy,Người đi xe máy giữ thăng bằng xe máy trên tảng đá,0.6
Một chiếc xe đạp di chuyển trên mặt đất,Một người đàn ông biểu diễn karanam bằng xe đạp ở vannathara,0.6
Một chiếc xe đạp di chuyển trên mặt đất,Một người thể hiện cuộc phiêu lưu trên xe đạp leo núi ngoài trời,0.6
Một chiếc xe đạp di chuyển trên mặt đất,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.6
Một chiếc xe đạp di chuyển trên mặt đất,Một người đi xe đạp đang tăng tốc xe đạp dọc theo một ngọn đồi,0.53
Một người đàn ông biểu diễn karanam bằng xe đạp ở vannathara,Một người thể hiện cuộc phiêu lưu trên xe đạp leo núi ngoài trời,0.53
Một người đàn ông biểu diễn karanam bằng xe đạp ở vannathara,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.87
Một người đàn ông biểu diễn karanam bằng xe đạp ở vannathara,Một người đi xe đạp đang tăng tốc xe đạp dọc theo một ngọn đồi,0.6
Một người thể hiện cuộc phiêu lưu trên xe đạp leo núi ngoài trời,Một người đàn ông thực hiện karanam với sự trợ giúp của một chiếc xe đạp,0.73
