sentence1,sentence2,similarity
Một người đang thả rau đã thái nhỏ vào nồi trên bếp,Không có người đàn ông nào vỗ vào miệng một con cá sấu,0.2
Một người đàn ông đang vỗ vào miệng một con cá sấu,Một người đang thả rau đã thái nhỏ vào nồi trên bếp,0.2
Những người đàn ông đang nói chuyện,Những người đàn ông đang nói chuyện,0.92
Một số bà già đang nói chuyện,Một số phụ nữ đang nói chuyện,0.88
Một số phụ nữ đang nói chuyện,Một số phụ nữ không nói chuyện,0.82
Một số phụ nữ không nói chuyện,Những người đàn ông đang nói chuyện,0.5
Những người đàn ông đang nói chuyện,Một số phụ nữ đang nói chuyện,0.6
Một người đàn ông đang chơi đàn ghi-ta,Một người đàn ông đang chơi một nhạc cụ,0.88
Một người đàn ông đang chơi đàn ghi-ta,Không có người đàn ông nào chơi đàn ghi-ta,0.88
Một người phụ nữ đang tô son môi,Một người phụ nữ đang trang điểm,0.84
Một người phụ nữ đang tô son môi,Không có người phụ nữ nào tô son môi,0.88
Một người phụ nữ đang trang điểm,Một người đàn ông đang chơi đàn ghi-ta,0.2
Không có người đàn ông nào chơi đàn ghi-ta,Một người phụ nữ đang tô son môi,0.2
Không có người đàn ông nào hát cho một người phụ nữ,Một người đàn ông đang hát cho một người phụ nữ,0.64
Một người đàn ông đang hát cho một người phụ nữ,Một người đàn ông không nói chuyện điện thoại,0.44
Một người đàn ông đang hát cho một cô gái,Một người đàn ông đang nói chuyện điện thoại,0.42
Không có người đàn ông nào hát cho một người phụ nữ,Một người đàn ông đang nói chuyện điện thoại,0.38
Một người đàn ông đang hát cho một người phụ nữ,Một người đàn ông đang nói chuyện điện thoại,0.4
Một con tê giác đang gặm cỏ trên một cánh đồng,Một con vật đang gặm cỏ trên một cánh đồng,0.94
Một con tê giác đang gặm cỏ trên một cánh đồng,Không có tê giác gặm cỏ trên cánh đồng,0.66
Con tê giác đang gặm cỏ,Tê giác không gặm cỏ,0.66
Tê giác đang được cho ăn trên cỏ,Một con tê giác đang gặm cỏ trên một cánh đồng,0.8
Không có tê giác gặm cỏ trên cánh đồng,Con tê giác đang gặm cỏ,0.7
Một con tê giác đang gặm cỏ trên một cánh đồng,Con tê giác đang gặm cỏ,0.88
Một cặp đôi đang chạy về phía đại dương,Một cặp đôi đang chạy về phía nước,0.92
Không có cặp đôi nào chạy về phía đại dương,Một cặp đôi đang chạy về phía đại dương,0.7
Một người đàn ông và một người phụ nữ đang chạy cùng nhau và nắm tay nhau,Một cặp đôi đang chạy và nắm tay nhau,0.89
Một cặp đôi đang chạy về phía đại dương,Một cặp đôi đang chạy và nắm tay nhau,0.7
Một cặp đôi đang chạy về phía đại dương,Một người đàn ông và một người phụ nữ đang đứng cạnh nhau và nắm tay nhau,0.48
Một cặp đôi đang chạy về phía nước,Một người đàn ông và một người phụ nữ đang chạy cùng nhau và nắm tay nhau,0.72
Một người đàn ông đang đá một quả bóng đá,Một người đàn ông đang đá một quả bóng,0.96
Một người đàn ông đang đá một quả bóng đá,Nội dung của một cái bát đang được trộn bởi một người đàn ông,0.2
Một người đàn ông đang đá một quả bóng đá,Một người phụ nữ đang trộn nội dung của một cái bát,0.2
Một người đàn ông đang đá một quả bóng,Một người đàn ông đang trộn nội dung của một cái bát,0.22
Một người đàn ông đang trộn nội dung của một cái bát,Một người đàn ông đang đá một quả bóng đá,0.2
Cậu bé đang chơi đàn piano,Cậu bé đang chơi một nhạc cụ,0.92
Cậu bé đang chơi đàn piano,Cậu bé không chơi đàn piano,0.6
Người phụ nữ không đổ dầu vào chảo,Người phụ nữ đang đổ dầu vào chảo,0.7
Người phụ nữ đang đổ dầu vào chảo,Cậu bé đang chơi đàn piano,0.2
Người phụ nữ không đổ dầu vào chảo,Cậu bé đang chơi đàn piano,0.2
Người phụ nữ đang đổ dầu vào chảo,Cậu bé đang chơi một nhạc cụ,0.2
Một cô gái đang chải tóc,Một cô gái đang chải tóc,0.887
Không có cô gái nào chải tóc,Một cô gái đang chải tóc,0.9
Một cô gái đang tạo kiểu tóc,Một cậu bé đang tạo kiểu tóc,0.68
Một cô gái đang chải tóc,Một cậu bé đang tạo kiểu tóc,0.62
Một cô gái đang chải tóc,Một cô gái đang tạo kiểu tóc,0.92
Không có cô gái nào chải tóc,Một cô gái đang tạo kiểu tóc,0.66
Một cô gái đang tạo kiểu tóc,Một cô gái đang chải tóc,0.86
Bệnh nhân đang được bác sĩ giúp đỡ,Bác sĩ đang giúp đỡ bệnh nhân,0.98
Bác sĩ không giúp đỡ bệnh nhân,Bác sĩ đang giúp đỡ bệnh nhân,0.68
Bệnh nhân đang được bác sĩ giúp đỡ,Các bác sĩ đang hồi sinh một người đàn ông,0.78
Bệnh nhân đang giúp bác sĩ,Các bác sĩ đang hồi sinh một người đàn ông,0.36
Bác sĩ đang giúp đỡ bệnh nhân,Các bác sĩ không hồi sinh một người đàn ông,0.68
Một người phụ nữ đang được một người đàn ông mát-xa,Một người đàn ông đang mát-xa cho một người phụ nữ,0.98
Một miếng gỗ đang được một người đàn ông bắt vít vào tường,Một người đàn ông đang vặn một miếng gỗ vào tường,1
Một miếng gỗ đang được một người đàn ông bắt vít vào tường,Một người đàn ông đang mát-xa cho một người phụ nữ,0.22
Không có người đàn ông nào chơi sáo,Một người đàn ông đang chơi sáo,0.7
Một người đàn ông đang chơi sáo,Một người đàn ông đang chơi đàn ghita,0.44
Không có người đàn ông nào lái xe,Một người đàn ông đang lái xe,0.76
Một người đàn ông đang cưỡi ngựa,Một người đàn ông đang cưỡi một con vật,0.88
Một người đàn ông đang cưỡi một con vật,Một người đàn ông đang lái xe,0.26
Một người đàn ông đang lái xe,Không có người đàn ông nào cưỡi ngựa,0.34
Một người đàn ông đang cưỡi ngựa,Một người đàn ông đang lái xe,0.7
Một người đàn ông đang cưỡi ngựa,Không có người đàn ông nào lái xe,0.3
Một con mèo đang bò dưới một món đồ nội thất,Một con vật đang bò dưới một món đồ nội thất,0.88
Một con mèo không bò dưới một món đồ nội thất,Một con mèo đang bò dưới một món đồ nội thất,0.76
Một con mèo đang trượt ngược xuống dưới ghế sofa,Một con mèo đang trượt ngược xuống dưới ghế sofa,0.98
Không có con mèo nào trượt ngược xuống dưới ghế sofa,Một con mèo đang trượt ngược xuống dưới ghế sofa,0.92
Một con mèo đang trượt ngược xuống dưới ghế sofa,Một con mèo đang bò dưới một món đồ nội thất,0.7
Một con mèo đang trượt ngược xuống dưới ghế sofa,Một con mèo không bò dưới một món đồ nội thất,0.68
Một con mèo đang bò dưới một món đồ nội thất,Một con mèo đang trượt ngược xuống dưới ghế sofa,0.74
Một người phụ nữ đang cưỡi ngựa,Không có người phụ nữ nào cưỡi ngựa,0.66
Một người đàn ông đang cưỡi ngựa,Một con ngựa đang được cưỡi bởi một người phụ nữ,0.723
Một con ngựa đang được một người đàn ông cưỡi,Một người phụ nữ đang cưỡi ngựa,0.76
Một người đàn ông đang cưỡi ngựa,Một người phụ nữ đang cưỡi ngựa,0.74
Một người đàn ông đang đổ một thùng nhựa,Một người đàn ông đang đổ đầy một thùng nhựa,0.8
Một người đàn ông đang lắc một chiếc thùng chứa trên bồn rửa trong bếp,Một người đàn ông đang lắc một thùng chứa trên bồn rửa trong bếp,0.98
Một người đàn ông đang đổ một thùng nhựa,Một người đàn ông đang lắc một chiếc thùng chứa trên bồn rửa trong bếp,0.7
Một người đàn ông đang lắc một thùng chứa trên bồn rửa trong bếp,Một người đàn ông đang đổ đầy một thùng nhựa,0.62
Một người đàn ông đang lắc một thùng chứa trên bồn rửa trong bếp,Một người đàn ông đang đổ một thùng nhựa,0.8
Một số người đàn ông đang chiến đấu,Không có người đàn ông nào chiến đấu,0.78
Hai người đàn ông đang chiến đấu,Một số người đàn ông đang chiến đấu,0.84
Một nhóm đàn ông đang đánh nhau,Hai người đàn ông đang đánh nhau,0.8
Một cặp đôi cảnh sát đang hát karaoke,Một cặp cảnh sát đang hát,0.84
Không có cảnh sát nào hát karaoke,Một cặp đôi cảnh sát đang hát karaoke,0.72
Hai người phụ nữ đang nhảy múa vui vẻ,Một cặp đôi cảnh sát đang hát karaoke,0.44
Một cặp đôi cảnh sát đang hát karaoke,Hai người phụ nữ không khiêu vũ,0.42
Một cặp cảnh sát đang hát,Hai người phụ nữ đang khiêu vũ,0.34
Hai người phụ nữ đang khiêu vũ,Không có cảnh sát nào hát karaoke,0.2
Một người phụ nữ đang cưỡi ngựa,Một con vật đang được một người phụ nữ cưỡi,0.9
Một con vật đang được một người phụ nữ cưỡi,Một người phụ nữ đang cưỡi ngựa,0.82
Một người phụ nữ đang cưỡi ngựa,Một con ngựa đang được cưỡi bởi một người phụ nữ,1
Một người phụ nữ đang cưỡi ngựa,Một người phụ nữ không cưỡi ngựa,0.76
Một chú chuột lang đang hát,Một con vật nhỏ đang hát,0.88
Một số củ hành đang được cắt bởi một người,Một người đang thái lát hành tây,0.98
Một người đang thái lát hành tây,Một người không thái lát hành tây,0.66
Một số củ hành đang được cắt bởi một người,Một chú chuột lang đang hát,0.2
Một người không thái lát hành tây,Một chú chuột lang đang hát,0.2
Một người đàn ông đang chơi đàn ghi-ta,Một người đàn ông đang chơi đàn ghita,0.96
Không có người đàn ông nào chơi đàn ghita,Một người đàn ông đang chơi đàn ghi-ta,0.6
Một người đàn ông đang hát và chơi đàn ghi-ta,Một người đàn ông đang biểu diễn với cây đàn guitar,0.92
Một người đàn ông đang biểu diễn với cây đàn guitar,Một người đàn ông đang chơi đàn ghi-ta,0.88
Không có người đàn ông nào vừa hát vừa chơi đàn ghi-ta,Một người đàn ông đang chơi đàn ghi-ta,0.64
Một người đàn ông đang hát và chơi đàn ghi-ta,Một người đàn ông đang chơi đàn ghita,0.9
Một người đàn ông đang lái xe,Một chiếc xe đang được lái bởi một người đàn ông,0.96
Một người đàn ông đang lái xe,Không có người đàn ông nào lái xe,0.66
Một người đàn ông đang lái xe,Một người đàn ông đang lái xe,0.9
Một chiếc xe đang được lái bởi một người đàn ông,Một người đàn ông đang lái xe,0.98
Cậu bé đang cắt cỏ ở lề đường bằng kéo,Cậu bé đang cắt ngắn cỏ ven lề đường bằng kéo,0.96
Cậu bé đang cắt ngắn cỏ ven lề đường bằng kéo,Một cậu bé đang cắt cỏ bằng kéo,0.9
Cậu bé không cắt cỏ ven lề đường bằng kéo,Một cậu bé đang cắt cỏ bằng kéo,0.8
Cậu bé đang cắt cỏ ở lề đường bằng kéo,Một đứa trẻ đang cắt cỏ bằng kéo,0.88
Cậu bé đang cắt cỏ ở lề đường bằng kéo,Không có cậu bé nào cắt cỏ bằng kéo,0.82
Cậu bé đang cắt cỏ ở lề đường bằng kéo,Một cậu bé đang cắt cỏ bằng kéo,0.92
Một người đàn ông đang chơi đàn vĩ cầm,Một người đàn ông đang chơi đàn vĩ cầm,1
Em bé đang cười và bò,Em bé đang cười và chập chững bước đi,0.84
Em bé không cười và không bò,Em bé đang cười và bò,0.72
Một người đàn ông đang chơi đàn vĩ cầm,Em bé đang cười và chập chững bước đi,0.22
Em bé đang cười và bò,Một người đàn ông đang chơi đàn vĩ cầm,0.2
Không có người đàn ông nào chơi đàn phím,Một người đàn ông đang chơi đàn hạc,0.56
Một người đàn ông đang chơi đàn hạc,Một người đàn ông đang chơi đàn phím,0.62
Một người đàn ông đang chơi đàn phím,Không có người đàn ông nào chơi đàn hạc,0.66
Một người đàn ông đang chơi đàn hạc,Một người đàn ông đang chơi đàn phím,0.64
Một người đàn ông đang cắt một sợi dây thừng lớn bằng một thanh kiếm,Một người đàn ông đang cắt một sợi dây thừng dày bằng một thanh kiếm,0.86
Một người đàn ông đang cắt một sợi dây thừng lớn bằng một thanh kiếm,Một người đàn ông đang cắt dây thừng bằng kiếm,0.94
Một người đàn ông đang cắt một sợi dây thừng dày bằng một thanh kiếm,Một người đàn ông đang cắt dây bằng kiếm,0.9
Một người đàn ông đang đi dọc theo con đường xuyên qua vùng hoang dã,Một người đàn ông đang đi dọc theo một con đường mòn xuyên qua một vùng hoang dã,0.92
Không có người đàn ông nào đi dọc theo con đường xuyên qua vùng hoang dã,Một người đàn ông đang đi dọc theo con đường xuyên qua vùng hoang dã,0.82
Không có người đàn ông nào đi dọc theo con đường xuyên qua vùng hoang dã,Một người đàn ông đang lột vỏ hành tây,0.2
Một người đàn ông đang lột vỏ hành tây,Một người đàn ông đang đi dọc theo con đường xuyên qua vùng hoang dã,0.22
Một người phụ nữ đang thái hành tây,Một người phụ nữ đang thái khoai tây,0.58
Một người đàn ông đang đục một lỗ trên một miếng gỗ,Một người đàn ông đang khoan một lỗ trên một miếng gỗ,0.8
Một người đàn ông đang khoan một lỗ trên một miếng gỗ,Một người đàn ông đang khoan một lỗ bằng một miếng gỗ,0.76
Một người đàn ông đang khoan một lỗ trên một miếng gỗ,Ai đó đang khoan một lỗ trên một dải gỗ bằng máy khoan,0.86
Không ai khoan lỗ trên một dải gỗ bằng máy khoan điện,Một người đàn ông đang khoan một lỗ trên một miếng gỗ,0.76
Một người đàn ông đang đục một lỗ trên một miếng gỗ,Ai đó đang khoan một lỗ trên một dải gỗ bằng máy khoan điện,0.76
Ai đó đang khoan một lỗ trên một dải gỗ bằng máy khoan điện,Một người đàn ông đang đóng một lỗ trên một miếng gỗ,0.6
Một người phụ nữ không thái hành tây,Một người phụ nữ đang thái hành tây,0.62
Một người phụ nữ đang thái tỏi,Một người phụ nữ không thái tỏi,0.7
Một người đàn ông đang cầm một con vật nhỏ trên một tay,Một người đàn ông đang cầm một con vật nhỏ trên một tay,0.96
Một người đàn ông đang cầm một con vật nhỏ trên một tay,Một người đàn ông đang cầm một con vật lớn trong một tay,0.8
Một người đàn ông đang khoe một con khỉ nhỏ,Một người đàn ông đang trưng bày một con khỉ nhỏ,0.92
Một người đàn ông đang giấu một con khỉ nhỏ,Một người đàn ông đang khoe một con khỉ nhỏ,0.693
Một người đàn ông đang cầm một con vật nhỏ trên một tay,Một người đàn ông đang trưng bày một con khỉ nhỏ,0.733
Một người đàn ông đang cầm một con vật nhỏ trên một tay,Một người đàn ông đang giấu một con khỉ nhỏ,0.74
Một người đàn ông đang cầm một con vật nhỏ trên một tay,Một người đàn ông đang khoe một con khỉ nhỏ,0.74
Một nhóm con trai đang chơi bóng đá trên bãi biển,Một nhóm đàn ông đang chơi bóng trên bãi biển,0.76
Một nhóm phụ nữ đang chơi bóng trên bãi biển,Một nhóm con trai đang chơi bóng đá trên bãi biển,0.66
Một nhóm đàn ông đang chơi bóng đá trên bãi biển,Một nhóm con trai đang chơi bóng đá trên bờ biển,0.8
Một nhóm đàn ông đang chơi bóng đá trên bãi biển,Một nhóm con trai không chơi bóng đá trên bãi biển,0.64
Một người đàn ông đang cắt từng miếng bơ vào một cái bát trộn,Một người đàn ông đang thêm những miếng bơ vào bát trộn,0.86
Một người đàn ông đang cắt từng miếng bơ vào một cái bát trộn,Không có người đàn ông nào cắt miếng bơ vào bát trộn,0.6
Một người đàn ông đang thêm những miếng bơ vào bát trộn,Những miếng bơ đang được thêm vào máy trộn đứng,0.78
Những miếng bơ đang được thêm vào máy trộn đứng,Không có người đàn ông nào cắt miếng bơ vào bát trộn,0.68
Một người đang đá một con khỉ,Một con khỉ đang đá một người,0.6
Một con khỉ đang luyện võ,Không có con khỉ nào luyện võ,0.78
Một con tinh tinh đang luyện võ,Một con khỉ đang đá một người,0.57
Không có con khỉ nào luyện võ,Một con khỉ đang đá một người,0.7
Một con khỉ đang luyện võ,Một người đang đá một con khỉ,0.54
Một con khỉ đang đá một người,Một con khỉ đang luyện võ,0.64
Một người đàn ông đang lắp bộ phận giảm thanh vào khẩu súng lục,Một người đàn ông đang lắp bộ phận giảm thanh vào vũ khí,0.92
Một người đàn ông đang lắp bộ phận giảm thanh vào súng,Một người đàn ông đang lắp bộ phận giảm thanh vào vũ khí,0.96
Không có người đàn ông nào lắp bộ giảm thanh vào súng lục,Một người đàn ông đang lắp bộ phận giảm thanh vào súng,0.72
Một người đàn ông đang lắp bộ phận giảm thanh vào khẩu súng lục,Một người đàn ông đang lắp bộ phận giảm thanh vào súng,0.94
Một người đàn ông trên xe máy đang đi trên một bánh xe,Một người đàn ông trên xe máy đang biểu diễn một trò ảo thuật,0.88
Một người đàn ông trên xe máy không đi trên một bánh xe,Một người đàn ông trên xe máy đang đi trên một bánh xe,0.9
Một người đang biểu diễn nhào lộn trên xe máy,Một người đang biểu diễn các pha nhào lộn trên xe máy,0.86
Một người đang biểu diễn các pha nhào lộn trên xe máy,Người biểu diễn đang lừa một người đi xe máy,0.52
Một người đàn ông trên xe máy đang đi trên một bánh xe,Người biểu diễn đang lừa một người đi xe máy,0.56
Một người đàn ông trên xe máy đang đi trên một bánh xe,Một người đang biểu diễn các pha nhào lộn trên xe máy,0.9
Một cô bé đang chơi đàn violin trên bãi biển,Một cô bé đang chơi đàn violin trên bãi biển,0.96
Một cô bé đang chơi đàn violin trên bãi biển,Không có cô gái nào chơi đàn violin trên bãi biển,0.78
Cô gái đang ngồi trên ghế và đang đan móc,Cô gái đang ngồi trên ghế sofa và đang đan móc,1
Cô gái đang đứng trên ghế dài và đang đan móc,Cô gái đang ngồi trên ghế và đang đan móc,0.84
Một cô bé đang chơi đàn violin trên bãi biển,Cô gái đang ngồi trên ghế và đang đan móc,0.24
Một người đàn ông đang nhảy múa trong mưa,Một người đang nhảy múa dưới mưa,0.92
Một người đàn ông đang ngồi dưới mưa,Một người đàn ông đang nhảy múa trong mưa,0.66
Một người đàn ông đang hát vào micro,Một người đàn ông đang nhảy múa trong mưa,0.22
Người đàn ông đang thả những lát dưa chuột vào nước lạnh,Người đàn ông đang thả những lát dưa chuột vào nước,0.92
Một người đàn ông đang nấu một con rắn,Người đàn ông đang thả những lát dưa chuột vào nước lạnh,0.28
Một người đàn ông đang nướng một con rắn,Người đàn ông đang thả những lát dưa chuột vào nước,0.34
Người đàn ông đang thả những lát dưa chuột vào nước,Không có người đàn ông nào nấu rắn,0.34
Một cậu bé đang chơi đàn ghita,Một cậu bé đang chơi đàn guitar,1
Một cô bé đang chơi đàn ghita,Một cậu bé đang chơi đàn ghita,0.66
Một cậu bé đang chơi đàn ghita,Một cậu bé đang chơi đàn ghita,0.86
Một cậu bé đang chơi đàn ghita,Một cậu bé đang chơi đàn guitar,0.94
Một cậu bé đang chơi đàn ghita,Một cậu bé đang chơi đàn ghita,0.88
Một lon soda đang được một người phụ nữ mở ra và uống,Một người phụ nữ đang mở một lon soda và uống nó,0.96
Một người phụ nữ đang mở một lon soda và uống nó,Một người đàn ông đang mở một lon soda và uống nó,0.76
Một người phụ nữ đang cưỡi voi,Một con voi đang được một người phụ nữ cưỡi,0.98
Không có người phụ nữ nào cưỡi voi,Một người phụ nữ đang cưỡi voi,0.68
Không có người phụ nữ nào cưỡi voi,Một người phụ nữ đang mở một lon soda và uống nó,0.26
Một người phụ nữ đang cưỡi voi,Một người đàn ông đang mở một lon soda và uống nó,0.22
Một người phụ nữ đang mở một lon soda và uống nó,Một người phụ nữ đang cưỡi voi,0.32
Một cậu bé đang chơi đàn ghita,Một đứa trẻ đang chơi đàn ghita,0.9
Một con chó đang trêu chọc một con khỉ ở sở thú,Một con khỉ đang trêu chọc một con chó ở sở thú,0.7
Không có con khỉ nào kéo đuôi chó,Một con khỉ đang trêu chọc một con chó ở sở thú,0.76
Không có người nào đang thái hành tây,Một người đang thái hành tây,0.7
Một người đàn ông đang cắt khoai tây thành từng miếng,Không có người đàn ông nào cắt khoai tây thành từng miếng,0.7
Một người đàn ông đang cắt khoai tây thành từng miếng,Một người đàn ông đang cắt khoai tây,0.96
Một người đàn ông đang cắt khoai tây,Không có người đàn ông nào cắt khoai tây thành từng miếng,0.62
Một người đàn ông đang cắt khoai tây,Một người đàn ông đang cắt khoai tây thành từng miếng,0.98
Một cô gái đang dũa móng tay,Một cô gái đang làm móng tay,0.84
Không có cô gái nào dũa móng tay,Một cô gái đang dũa móng tay,0.7
Một cô gái đang tạo kiểu tóc,Một cô gái đang chải tóc,0.88
Một cô gái đang dũa móng tay,Một cô gái đang chải tóc,0.52
Một cô gái đang làm rối tóc mình,Một cô gái đang dũa móng tay,0.34
Không có cô gái nào dũa móng tay,Một cô gái đang tạo kiểu tóc,0.42
Một cô gái đang dũa móng tay,Một cô gái đang tạo kiểu tóc,0.447
Một người đàn ông đang chơi đàn ghita,Một người đàn ông đang mở một cái hộp bằng một con dao,0.3
Một người đàn ông đang chơi đàn ghi-ta,Một người đàn ông đang mở một cái hộp bằng một con dao,0.24
Một người đàn ông đang chơi đàn phím điện tử,Không có người đàn ông nào chơi đàn phím điện tử,0.6
Một ban nhạc đang chơi một số nhạc cụ,Không có người đàn ông nào chơi đàn phím điện tử,0.5
Một người đàn ông không nhảy,Một người đàn ông đang nhảy múa,0.76
Một người phụ nữ đang tập thể dục,Một người đang tập thể dục,0.92
Một người đang tập thể dục,Một người đàn ông đang nhảy múa,0.677
Một người đàn ông đang nhảy múa,Không có người phụ nữ nào đang tập thể dục,0.24
Một người phụ nữ đang tập thể dục,Một người đàn ông đang nhảy múa,0.26
Một người phụ nữ đang cắt khoai tây,Không có người phụ nữ nào cắt khoai tây,0.66
Cà rốt đang được một người phụ nữ thái lát,Một người phụ nữ đang thái cà rốt,1
Cà rốt đang được một người phụ nữ thái lát,Một người phụ nữ đang cắt khoai tây,0.42
Một người phụ nữ đang thái khoai tây,Một người phụ nữ đang thái cà rốt,0.64
Một người phụ nữ đang thái cà rốt,Không có người phụ nữ nào cắt khoai tây,0.54
Một người đàn ông đang trộn rau trong nồi,Một người đàn ông đang trộn rau trong nồi,0.98
Một người đàn ông đang trộn rau trong nồi,Một người đang khuấy rau trong nồi,0.86
Một người đàn ông đang tập hít xà,Một người đàn ông đang tập thể dục,0.88
Người đàn ông đang tập thể dục trong phòng tập thể dục,Người đàn ông đang tập thể dục,0.88
Người đàn ông không tập thể dục,Người đàn ông đang tập thể dục,0.743
Người đàn ông không tập thể dục,Một người đàn ông đang tập hít xà,0.55
Người đàn ông đang tập thể dục,Một người đàn ông đang tập thể dục,0.98
Người đàn ông đang tập thể dục,Không có người đàn ông nào đang tập hít xà,0.7
Một người đàn ông đang tập hít xà,Người đàn ông đang tập thể dục,0.92
Một người phụ nữ đang được một người đàn ông bế,Một người đàn ông đang bế một người phụ nữ,0.98
Không có người đàn ông nào bế một người phụ nữ,Một người đàn ông đang bế một người phụ nữ,0.82
Không có người đàn ông nào mài dao,Một người đàn ông đang mài dao,0.56
Một người phụ nữ đang được một người đàn ông bế,Một người đàn ông đang mài dao,0.2
Một người đàn ông đang mài dao,Một người đàn ông đang bế một người phụ nữ,0.24
Một em bé không bò một cách vui vẻ,Một em bé đang bò một cách vui vẻ,0.88
Một con mèo đang đi trên sàn gỗ,Một con mèo đang đi trên sàn gỗ cứng,0.78
Một con mèo đang đi trên sàn gỗ cứng,Không có con mèo nào đi trên sàn gỗ cứng,0.76
Một em bé đang bò một cách vui vẻ,Một con mèo đang đi trên sàn gỗ,0.2
Không có con mèo nào đi trên sàn gỗ cứng,Một em bé đang bò một cách vui vẻ,0.2
Một người đàn ông đang chơi đàn ghita,Một người đàn ông đang chơi đàn ghi-ta,0.96
Một người đàn ông đang hát và chơi đàn ghi-ta,Không có người đàn ông nào vừa hát vừa chơi đàn ghi-ta,0.64
Một người đang cắt tỏi thành từng miếng bằng dao,Một người đang cắt tỏi thành từng miếng bằng dao,0.963
Một người không cắt tỏi thành từng miếng bằng dao,Một người đang cắt tỏi thành từng miếng bằng dao,0.66
Ai đó đang cho nguyên liệu vào chảo,Ai đó đang cho nguyên liệu vào chảo,0.9
Ai đó đang cho nguyên liệu vào chảo,Một người đang cắt tỏi thành từng miếng bằng dao,0.62
Một người không cắt tỏi thành từng miếng bằng dao,Ai đó đang cho nguyên liệu vào chảo,0.38
Một người đang cắt tỏi thành từng miếng bằng dao,Ai đó đang cho nguyên liệu vào chảo,0.34
Sĩ quan quân đội đang hét vào những người lính mới,Sĩ quan quân đội đang sủa vào những tân binh,0.96
Sĩ quan quân đội đang sủa vào những tân binh,Sĩ quan quân đội không sủa vào những người mới nhập ngũ,0.62
Một sĩ quan đang nói chuyện với những người mới tuyển dụng,Sĩ quan quân đội không sủa vào những người mới nhập ngũ,0.8
Những tân binh đang nói chuyện với một sĩ quan,Sĩ quan quân đội đang sủa vào những tân binh,0.76
Một cây nhỏ đang bị một chú voi con ăn,Một chú voi con đang ăn một cái cây nhỏ,0.94
Một chú voi con không ăn một cái cây nhỏ,Một cô bé đang đạp xe tay ga,0.2
Một đứa trẻ đang đi bộ trên phố và một chiếc xe jeep đang dừng lại,Một đứa trẻ đang đi bộ trên phố và một chiếc xe jeep không dừng lại,0.7
Một người đàn ông trong xe đang dừng lại bên cạnh một người phụ nữ đang đi bộ dọc theo đường phố,Một người đàn ông trong chiếc xe đang dừng lại bên cạnh một người phụ nữ đang đi dọc theo một con đường,0.86
Một đứa trẻ đang đi bộ trên phố và một chiếc xe jeep đang dừng lại,Một người đàn ông trong xe đang dừng lại bên cạnh một người phụ nữ đang đi bộ dọc theo đường phố,0.52
Một đứa trẻ đang đi bộ trên phố và một chiếc xe jeep đang dừng lại,Một người đàn ông trong chiếc xe đang dừng lại bên cạnh một người phụ nữ đang đi dọc theo một con đường,0.56
Một người phụ nữ đang thái cá,Tỏi đang được băm nhỏ bởi một người phụ nữ,0.52
Một củ hành đang được cắt nhỏ,Một củ hành đang được thái lát,0.94
Một củ hành đang được thái lát,Một củ hành tây không được cắt lát,0.683
Một củ hành đang được thái lát,Có người đang giữ một con vật nhỏ,0.2
Một củ hành tây không được cắt lát,Có người đang giữ một con nhím,0.22
Một củ hành đang được thái lát,Có người đang giữ một con nhím,0.2
Một người phụ nữ đang ngã ngựa,Một người phụ nữ đang cưỡi ngựa,0.64
Một người phụ nữ đang ngã ngựa,Một người phụ nữ đang chiên một cái gì đó,0.24
Một người phụ nữ đang cưỡi ngựa,Một thứ gì đó đang được chiên bởi một người phụ nữ,0.22
Không có người phụ nữ nào đang chiên thứ gì đó,Một người phụ nữ đang cưỡi ngựa,0.24
Một người đang lột vỏ chuối,Một người không lột vỏ chuối,0.72
Một quả chuối đang được một người lột vỏ,Một người đàn ông đang đọc email,0.2
Một người không lột vỏ chuối,Một người đàn ông đang đọc email,0.2
Một con mèo lớn đang mở một ngăn kéo làm bằng nhựa bằng chân của nó và nhảy vào bên trong,Một con mèo lớn đang mở một ngăn kéo nhựa bằng chân và nhảy vào bên trong,0.98
Một con mèo đang mở ngăn kéo và nhảy vào bên trong,Một con mèo đang mở ngăn kéo và trèo vào bên trong,0.9
Một con chó đang mở ngăn kéo và trèo vào bên trong,Một con mèo lớn đang mở một ngăn kéo nhựa bằng chân và nhảy vào bên trong,0.68
Một con mèo nhỏ đang mở một ngăn kéo nhựa bằng chân và nhảy vào bên trong,Một con mèo đang mở ngăn kéo và trèo vào bên trong,0.86
Một người đàn ông đang cắt hành tây,Một người đàn ông đang cắt hành tây,0.96
Không có người đàn ông nào cắt hành tây,Một người đàn ông đang cắt hành tây,0.72
Một người đàn ông đang cắt hành tây,Không có người phụ nữ nào đang thái hành tây,0.66
Một người phụ nữ đang thái hành tây,Một người đàn ông đang cắt hành tây,0.783
Một người phụ nữ đang vẽ mặt một người đàn ông,Một người đàn ông đang vẽ mặt một người phụ nữ,0.66
Người đàn ông được trang điểm bởi người phụ nữ,Người phụ nữ đang trang điểm cho người đàn ông,1
Người phụ nữ không trang điểm cho người đàn ông,Người phụ nữ đang trang điểm cho người đàn ông,0.7
Người đàn ông đang nói chuyện điện thoại,Người đàn ông đang nói chuyện điện thoại,0.96
Người đàn ông không nói chuyện điện thoại,Người đàn ông đang nói chuyện điện thoại,0.84
