sentence1	sentence2	similarity
Ng??i ph? n? ?ang c?m m?t chi?c †o kho†c tr?ng vÖ m?t chi?c ly ?? tr??c m?t ng??i ?Ön ìng m?c †o phìng	M?t ng??i m?c †o kho†c ?? vÖ c?m m?t c?c bia	0.56
Hai ch£ ch¢ ?ang tranh giÖnh m?t chi?c ??a bay trong h?	Hai ch£ ch¢ nÉu ?ang ch?i ??a bay trong n??c	0.88
Hai ch£ ch¢ nÉu ?ang ch?i ??a bay trong n??c	Hai con ch¢ ?ang ?†nh nhau ?? giÖnh m?t chi?c ??a bay trong h?	0.82
Hai con ch¢ ?ang ?†nh nhau ?? giÖnh m?t chi?c ??a bay trong h?	Hai ch£ ch¢ nÉu ?ang th? m?t chi?c ??a bay xu?ng n??c	0.7
Hai con ch¢ ?ang ?†nh nhau ?? giÖnh m?t chi?c ??a bay trong h?	Hai ch£ ch¢ nÉu ?ang ch?i ??a bay trong n??c	0.9
M?t cì g†i m?c ?? h?ng ?ang xoay m?t d?i ruy b?ng	M?t d?i ruy b?ng ?ang ???c m?t cì g†i m?c ?? h?ng xoay trïn	0.96
Cì g†i m?c m?t chi?c †o s? mi mÖu tr?ng v?i m?t chi?c v†y mÖu h?ng vÖ ?ang ??ng tr??c m?t ngìi nhÖ	"Cì g†i m?c †o s? mi tr?ng vÖ v†y h?ng, ?ang ??ng tr??c m?t ngìi nhÖ"	0.96
"Cì g†i khìng m?c †o s? mi tr?ng vÖ v†y h?ng, vÖ khìng ??ng tr??c nhÖ"	"Cì g†i m?c †o s? mi tr?ng vÖ v†y h?ng, ?ang ??ng tr??c m?t ngìi nhÖ"	0.84
Cì g†i m?c m?t chi?c †o s? mi mÖu tr?ng v?i m?t chi?c v†y mÖu h?ng vÖ ?ang ??ng tr??c m?t ngìi nhÖ	M?t cì g†i m?c ?? h?ng ?ang xoay m?t d?i ruy b?ng	0.52
M?t cì g†i m?c ?? h?ng ?ang xoay m?t d?i ruy b?ng	"Cì g†i khìng m?c †o s? mi tr?ng vÖ v†y h?ng, vÖ khìng ??ng tr??c nhÖ"	0.42
"Cì g†i m?c †o s? mi tr?ng vÖ v†y h?ng, ?ang ??ng tr??c m?t ngìi nhÖ"	M?t d?i ruy b?ng ?ang ???c m?t cì g†i m?c ?? h?ng xoay trïn	0.48
M?t cì g†i m?c ?? h?ng ?ang xoay m?t d?i ruy b?ng	"Cì g†i m?c †o s? mi tr?ng vÖ v†y h?ng, ?ang ??ng tr??c m?t ngìi nhÖ"	0.58
??a tr? ?ang ch?i v?i vïi n??c ngoÖi tr?i vÖ nh?ng ng??i cïn l?i trong gia ?çnh ?ang theo d?i	M?t ??a tr? ?ang ch?i v?i vïi n??c ngoÖi tr?i vÖ nh?ng ng??i cïn l?i trong gia ?çnh ?ang theo d?i	0.98
M?t c?u bÇ ?ang ??t m?t ?ng n??c bàn c?nh m?t ng??i ?Ön ìng vÖ m?t c?u bÇ kh†c ?ang ch?y tr?n	M?t c?u bÇ ?ang c?m vïi n??c bàn c?nh m?t ng??i ?Ön ìng vÖ m?t c?u bÇ kh†c ?ang nhçn	0.66
M?t ??a tr? ?ang ch?i v?i vïi n??c ngoÖi tr?i vÖ nh?ng ng??i cïn l?i trong gia ?çnh ?ang theo d?i	M?t c?u bÇ ?ang c?m m?t chi?c vïi bàn c?nh m?t ng??i ?Ön ìng vÖ m?t c?u bÇ kh†c ?ang quan s†t	0.56
M?t ??a tr? ?ang ch?i v?i vïi n??c ngoÖi tr?i vÖ nh?ng ng??i cïn l?i trong gia ?çnh ?ang theo d?i	M?t c?u bÇ ?ang ??t m?t ?ng n??c bàn c?nh m?t ng??i ?Ön ìng vÖ m?t c?u bÇ kh†c ?ang ch?y tr?n	0.54
??a tr? ?ang ch?i v?i vïi n??c ngoÖi tr?i vÖ nh?ng ng??i cïn l?i trong gia ?çnh ?ang theo d?i	M?t c?u bÇ ?ang c?m vïi n??c bàn c?nh m?t ng??i ?Ön ìng vÖ m?t c?u bÇ kh†c ?ang nhçn	0.72
M?t c?u th? b¢ng ?† ?ang ch?y qua m?t viàn ch?c ?ang c?m m?t qu? b¢ng ?†	M?t ng??i ch?i b¢ng ?† ?ang ch?y qua m?t tr?ng tÖi ?ang c?m m?t qu? b¢ng ?†	0.9
M?t c?u th? b¢ng ?† ?ang ch?y vÖo m?t viàn ch?c ?ang c?m m?t qu? b¢ng ?†	M?t c?u th? b¢ng ?† ?ang ch?y qua m?t viàn ch?c ?ang c?m m?t qu? b¢ng ?†	0.8
M?t c?u th? b¢ng ?† m?c †o mÖu t°m ?ang ch?y v?i qu? b¢ng m?t c†ch kh¢ nh?c ?? ghi bÖn	M?t c?u th? b¢ng ?† m?c †o mÖu t°m ?ang ch?y v?i qu? b¢ng ?? ghi bÖn	0.9
M?t c?u th? b¢ng ?† m?c †o mÖu t°m ?ang ch?y v?i qu? b¢ng m?t c†ch kh¢ nh?c ?? ghi bÖn	M?t c?u th? b¢ng ?† ?ang ch?y qua m?t viàn ch?c ?ang c?m m?t qu? b¢ng ?†	0.7
M?t cì g†i tr? m?c b? ?? li?n qu?n mÖu xanh ?ang nh?y tràn khìng trung	M?t cì g†i tr? m?c ?? xanh ?ang nh?y tràn khìng trung	0.9
M?t c?u bÇ nh? ?ang ng?i trong ???ng h?m xanh v?i n? c??i tràn mìi	M?t c?u bÇ ?ang ng?i trong ???ng h?m xanh v?i n? c??i tràn mìi	0.96
M?t c?u bÇ ?ang ng?i trong ???ng h?m xanh v?i n? c??i tràn mìi	M?t c?u bÇ m?c †o s? mi s?c ?ang tr??t ra kh?i ?ng mÖu xanh l† cÉy	0.66
M?t c?u bÇ ?ang ng?i trong ???ng h?m xanh v?i n? c??i tràn mìi	M?t c?u bÇ m?c †o s? mi xanh ?ang tr??t ?ng	0.62
M?t c?u bÇ m?c †o s? mi s?c ?ang tr??t ra kh?i ?ng mÖu xanh l† cÉy	M?t c?u bÇ ?ang ng?i trong ???ng h?m xanh v?i n? c??i tràn mìi	0.66
Ng??i ?¢ ?ang bay tràn khìng trung b?ng xe ??p	Ng??i ?¢ ?ang bay tràn khìng trung b?ng xe ??p	0.96
M?t ng??i tràn xe ??p ?ang nh?y làn khìng trung vÖ m?t tr?i ?ang chi?u s†ng r?c r? qua khung xe ??p	M?t ng??i tràn xe ??p ?ang nh?y làn khìng trung vÖ m?t tr?i ?ang chi?u xuyàn qua khung xe ??p	0.9
M?t ng??i tràn xe ??p ?ang nh?y làn khìng trung vÖ m?t tr?i ?ang chi?u s†ng r?c r? qua khung xe ??p	Ng??i ?¢ ?ang bay tràn khìng trung b?ng xe ??p	0.7
Ng??i ?¢ ?ang bay tràn khìng trung b?ng xe ??p	Khìng c¢ ng??i nÖo tràn xe ??p nh?y làn khìng trung v?i †nh n?ng m?t tr?i chi?u qua khung xe ??p	0.74
M?t ng??i tràn xe ??p ?ang nh?y làn khìng trung vÖ m?t tr?i ?ang chi?u xuyàn qua khung xe ??p	Ng??i ?¢ ?ang bay tràn khìng trung b?ng xe ??p	0.84
M?t nh¢m ?Ön ìng ?ang ch?i b¢ng b?u d?c tràn m?t sÉn l?y l?i	M?t nh¢m ?Ön ìng ?ang ch?i b¢ng b?u d?c tràn m?t sÉn ??y bón	0.96
B¢ng b?u d?c ?ang ???c ch?i b?i m?t s? ng??i ?Ön ìng	M?t s? ng??i ?Ön ìng ?ang ch?i b¢ng b?u d?c	1
M?t s? ng??i ?Ön ìng ?ang nhÖn r?i	M?t s? ng??i ?Ön ìng ?ang ch?i b¢ng b?u d?c	0.5
M?t s? ng??i ?Ön ìng ?ang ch?i b¢ng b?u d?c	M?t nh¢m ?Ön ìng ?ang ch?i v?i bón tràn sÉn b¢ng b?u d?c	0.76
M?t nh¢m ?Ön ìng ?ang ch?i b¢ng b?u d?c tràn m?t sÉn l?y l?i	M?t s? ng??i ?Ön ìng ?ang ch?i b¢ng b?u d?c	0.88
Ng??i ?i xe ??p ?ang nhçn vÖo v? tai n?n c?a m?t ng??i ?i xe ??p kh†c	Ng??i ?i xe ??p ?ang nhçn vÖo v? tai n?n c?a m?t ng??i ?i xe ??p kh†c	0.92
M?t ng??i ?ang ph?t l? chi?c xe mì tì ??a hçnh ?ang n?m nghiàng vÖ khìng c¢ ai ?ang ?ua xe qua	M?t ng??i ?ang nhçn vÖo m?t chi?c xe ??p ??a hçnh n?m nghiàng vÖ m?t ng??i kh†c ?ang ?ua xe	0.7
Ng??i ?i xe ??p ?ang nhçn vÖo v? tai n?n c?a m?t ng??i ?i xe ??p kh†c	M?t ng??i ?ang ph?t l? chi?c xe mì tì ??a hçnh ?ang n?m nghiàng vÖ khìng c¢ ai ?ang ?ua xe qua	0.56
Ng??i ?i xe ??p ?ang nhçn vÖo v? tai n?n c?a m?t ng??i ?i xe ??p kh†c	M?t ng??i ?ang nhçn vÖo m?t chi?c xe ??p ??a hçnh n?m nghiàng vÖ m?t ng??i kh†c ?ang ?ua xe	0.62
M?t ng??i ?ang nhçn vÖo m?t chi?c xe ??p ??a hçnh n?m nghiàng vÖ m?t ng??i kh†c ?ang ?ua xe	Ng??i ?i xe ??p khìng nhçn vÖo v? tai n?n c?a ng??i ?i xe ??p kh†c	0.68
Hai con ch¢ ?ang nì ?óa trong tuy?t	Hai con ch¢ ?ang ch?i ?óa trong tuy?t	0.94
Khìng c¢ con ch¢ nÖo ch?i ?óa trong tuy?t	Hai con ch¢ ?ang ch?i ?óa trong tuy?t	0.72
Tr?i ?ang ?? tuy?t tràn hai ch£ ch¢ ?ang ch?i ?óa	Hai con ch¢ ?ang ch?i ?óa trong tuy?t	0.8
M?t con ch¢ nÉu vÖ m?t con ch¢ x†m ?ang ch?i ?óa trong tuy?t	Con ch¢ nÉu vÖ con ch¢ x†m ?ang ch?i ?óa trong tuy?t	1
Con ch¢ nÉu vÖ con ch¢ x†m ?ang ch?i ?óa trong tuy?t	Hai con ch¢ ?ang ch?i ?óa trong tuy?t	0.86
M?t con ch¢ nÉu vÖ m?t con ch¢ x†m ?ang ?†nh nhau tràn tuy?t	Hai con ch¢ ?ang ch?i ?óa trong tuy?t	0.7
Hai con ch¢ ?ang nì ?óa trong tuy?t	M?t con ch¢ nÉu vÖ m?t con ch¢ x†m ?ang ch?i ?óa trong tuy?t	0.88
Tr?i ?ang ?? tuy?t tràn hai ch£ ch¢ ?ang ch?i ?óa	M?t con ch¢ nÉu vÖ m?t con ch¢ x†m ?ang ch?i ?óa trong tuy?t	0.72
M?t con ch¢ nÉu vÖ m?t con ch¢ x†m ?ang ch?i ?óa trong tuy?t	Hai con ch¢ ?ang ch?i ?óa trong tuy?t	0.92
M?t cì g†i ?ang x¢a hçnh x?m tràn tay	M?t cì g†i ?ang x?m hçnh tràn tay	0.657
M?t cì g†i ?ang x?m hçnh tràn tay	M?t hçnh x?m ?ang ???c ng??i ph? n? m?c †o len tr?ng v? tràn tay c?a m?t thi?u niàn	0.74
Ng??i ph? n? m?c †o len tr?ng ?ang v? hçnh x?m tràn tay m?t thi?u niàn	M?t cì g†i ?ang x?m hçnh tràn tay	0.68
M?t ng??i ph? n? m?c †o t°m ?ang d?t xe ??p ?i gi?a hai c?t ?†	M?t ng??i ph? n? m?c †o mÖu t°m ?ang d?t xe ??p ?i gi?a hai c?t ?†	1
M?t ng??i ph? n? m?c †o t°m ?ang d?t xe ??p ?i gi?a hai c?t ?†	"M?t ng??i ph? n? b?ng ?† vÖ chi?c xe ??p n?m tràn ??nh hai c?t mÖu t°m, gi?a ?¢ c¢ ng??i ?ang ?i b?"	0.46
M?t ng??i ph? n? m?c †o t°m ?ang d?t xe ??p ?i gi?a hai c?t ?†	M?t cì g†i m?c ?? mÖu t°m vÖ xanh ?ang t? t? ?i b? bàn c?nh chi?c xe ??p c?a mçnh vÖo ban ?àm	0.7
M?t ng??i ph? n? m?c †o t°m ?ang d?t xe ??p ?i gi?a hai c?t ?†	M?t cì g†i kh?a thÉn ?ang ?i b? bàn c?nh chi?c xe ??p c?a mçnh vÖo ban ?àm	0.52
M?t cì g†i m?c ?? mÖu t°m vÖ xanh ?ang ?i b? bàn c?nh chi?c xe ??p c?a mçnh vÖo ban ?àm	Khìng c¢ ng??i ph? n? nÖo m?c †o t°m d?t xe ??p ?i gi?a hai c?t ?†	0.42
M?t cì g†i m?c ?? mÖu t°m vÖ xanh ?ang ?i b? bàn c?nh chi?c xe ??p c?a mçnh vÖo ban ?àm	"M?t ng??i ph? n? b?ng ?† vÖ chi?c xe ??p n?m tràn ??nh hai c?t mÖu t°m, gi?a ?¢ c¢ ng??i ?ang ?i b?"	0.36
M?t ng??i ?Ön ìng m?c †o kho†c ?? ?ang ??ng c?nh m?t chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† g?n b? bi?n	Ng??i ?Ön ìng m?c †o kho†c ?? ?ang ??ng c?nh chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† g?n b? bi?n	0.96
M?t ng??i ?Ön ìng m?c †o kho†c ?? ?ang ??ng c?nh m?t chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† g?n b? bi?n	Khìng c¢ ng??i ?Ön ìng m?c †o kho†c ?? ??ng c?nh chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† ven bi?n	0.8
M?t ng??i ?Ön ìng m?c †o kho†c ?? vÖ ??ng c?nh m?t chi?c xu?ng mÖu vÖng tràn m?t s? t?ng ?† v?i n??c ? ph°a sau	M?t ng??i ?Ön ìng m?c †o kho†c ?? vÖ ??ng c?nh m?t chi?c xu?ng mÖu vÖng tràn m?t s? t?ng ?† v?i n??c ? ph°a sau	0.98
M?t ng??i ?Ön ìng m?c †o kho†c ?? ?ang ??ng c?nh m?t chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† g?n b? bi?n	M?t ng??i ?Ön ìng ?ang ??ng tr?n bàn c?nh m?t chi?c xu?ng mÖu vÖng tràn m?t s? t?ng ?† v?i n??c ? ph°a sau	0.7
M?t ng??i ?Ön ìng m?c †o kho†c ?? vÖ ??ng c?nh m?t chi?c xu?ng mÖu vÖng tràn m?t s? t?ng ?† v?i n??c ? ph°a sau	Ng??i ?Ön ìng m?c †o kho†c ?? ?ang ??ng c?nh chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† g?n b? bi?n	0.78
M?t ng??i ?Ön ìng m?c †o kho†c ?? vÖ ??ng c?nh m?t chi?c xu?ng mÖu vÖng tràn m?t s? t?ng ?† v?i n??c ? ph°a sau	Khìng c¢ ng??i ?Ön ìng m?c †o kho†c ?? ??ng c?nh chi?c thuy?n kayak mÖu vÖng tràn m?t s? t?ng ?† ven bi?n	0.76
Con ch¢ c¢ b? lìng ?en ?ang ?i d?c theo cÉy c?u b?c qua m?t n??c	Con ch¢ ?en ?ang ?i d?c theo m?t cÉy c?u thÉn cÉy b?c qua m?t n??c	0.98
M?t con ch¢ ?ang b?ng qua m?t con sìng tràn cÉy c?u ???c lÖm t? m?t c†i cÉy ??	M?t con ch¢ ?ang b?ng qua sìng tràn m?t cÉy c?u ???c lÖm t? m?t c†i cÉy ??	1
Con ch¢ ?en ?ang ?i d?c theo m?t cÉy c?u thÉn cÉy b?c qua m?t n??c	M?t con ch¢ ?ang b?ng qua m?t con sìng tràn cÉy c?u ???c lÖm t? m?t c†i cÉy ??	0.84
Con ch¢ ?en khìng ?i d?c theo cÉy c?u b?c qua n??c	M?t con ch¢ ?ang b?ng qua sìng tràn m?t cÉy c?u ???c lÖm t? m?t c†i cÉy ??	0.52
Con ch¢ ?en ?ang ?i d?c theo m?t cÉy c?u thÉn cÉy b?c qua m?t n??c	M?t con ch¢ ?ang b?ng qua sìng tràn m?t cÉy c?u ???c lÖm t? m?t c†i cÉy ??	0.88
M?t ??a tr? m?c ??ng ph?c th? thao mÖu xanh l† cÉy vÖ tr?ng ?ang ch?y tràn c?	M?t ??a tr? m?c ??ng ph?c th? thao mÖu xanh l† cÉy vÖ tr?ng ?ang ch?y tràn b?i c?	0.98
M?t c?u bÇ ?ang t? hÖo m?c b? ?? b¢ng ?† mÖu xanh l† cÉy vÖ ?ang ch?y tràn c?	M?t ??a tr? m?c ??ng ph?c th? thao mÖu xanh l† cÉy vÖ tr?ng ?ang ch?y tràn c?	0.857
Cì g†i ??i m? ?en ?ang m?c bikini tràn b?i bi?n	M?t cì g†i ??i m? ?en ?ang m?c bikini tràn b?i bi?n	0.98
M?t cì g†i ??i m? ?en ?ang ??ng ng?c tr?n tràn b?i bi?n	M?t cì g†i ??i m? ?en ?ang m?c bikini tràn b?i bi?n	0.76
M?t cì g†i tr? m?c bikini ?ang ??ng tràn b?i bi?n	M?t cì g†i ??i m? ?en ?ang m?c bikini tràn b?i bi?n	0.8
M?t cì g†i ??i m? ?en ?ang ??ng ng?c tr?n tràn b?i bi?n	M?t cì g†i tr? m?c bikini ?ang n?m tràn b?i bi?n	0.6
M?t cì g†i tr? m?c bikini ?ang n?m tràn b?i bi?n	M?t cì g†i da ?en khìng m?c bikini ?ang ??i m? tràn b?i bi?n	0.7
M?t ng??i ?Ön ìng ?ang ng?i tràn b?i bi?n	Ng??i ?Ön ìng ?ang ch?ng tay tràn b?i c†t ??t ? mÇp n??c tràn b?i bi?n	0.6
M?t ng??i ?Ön ìng ?ang th?c hi?n ??ng t†c tr?ng cÉy chu?i tràn b?i bi?n	Ng??i ?Ön ìng tràn b?i bi?n khìng th?c hi?n ??ng t†c tr?ng cÉy chu?i tràn b?i c†t ??t ? mÇp n??c	0.86
Ng??i ?Ön ìng ?ang ch?ng tay tràn b?i c†t ??t ? mÇp n??c tràn b?i bi?n	M?t ng??i ?Ön ìng ?ang th?c hi?n ??ng t†c tr?ng cÉy chu?i tràn b?i bi?n	0.82
M?t c?u bÇ ?ang ch?i trong cìng viàn v?i m? c?a mçnh	Khìng c¢ c?u bÇ nÖo ch?i trong cìng viàn v?i m? mçnh	0.52
M?t c?u bÇ m?c ?? xanh ?ang ch?y tr?n kh?i m?t ng??i ph? n? m?c ?? xanh	M?t c?u bÇ m?c ?? xanh ?ang ch?y v? ph°a m?t ng??i ph? n? m?c ?? xanh	0.74
M?t c?u bÇ m?c ?? xanh ?ang ch?y tr?n kh?i m?t ng??i ph? n? m?c ?? xanh	Khìng c¢ c?u bÇ nÖo ch?i trong cìng viàn v?i m? mçnh	0.58
M?t c?u bÇ m?c ?? xanh ?ang ch?y tr?n kh?i m?t ng??i ph? n? m?c ?? xanh	M?t bÖ m? tr? ?ang ch?i v?i c?u con trai c?a mçnh trong cìng viàn	0.52
M?t c?u bÇ ?ang ch?i trong cìng viàn v?i m? c?a mçnh	M?t c?u bÇ m?c ?? xanh ?ang ch?y tr?n kh?i m?t ng??i ph? n? m?c ?? xanh	0.5
M?t c?u bÇ t¢c nÉu ?ang nh?y t? chi?c gh? nÉu xu?ng sÖn	M?t c?u bÇ t¢c nÉu ?ang nh?y t? chi?c gh? mÖu nÉu xu?ng sÖn	0.94
M?t c?u bÇ t¢c nÉu ?ang nh?y t? chi?c gh? mÖu nÉu xu?ng sÖn	M?t c?u bÇ ?ang nhanh ch¢ng nh?y kh?i gh?	0.82
M?t c?u bÇ t¢c nÉu ?ang nh?y t? chi?c gh? mÖu nÉu xu?ng sÖn	M?t c?u bÇ ?ang nh?y làn m?t chi?c gh?	0.7
M?t c?u bÇ ?ang nh?y kh?i gh?	Khìng c¢ c?u bÇ t¢c nÉu nÖo nh?y t? chi?c gh? nÉu xu?ng sÖn	0.7
M?t c?u bÇ t¢c nÉu ?ang nh?y t? chi?c gh? mÖu nÉu xu?ng sÖn	M?t c?u bÇ ?ang nh?y kh?i gh?	0.84
Hai ??a tr? ?ang nh?y tràn nh?ng qu? b¢ng ??y mÖu s?c	Hai ??a tr? ?ang nh?y tràn nh?ng qu? b¢ng ??y mÖu s?c	0.96
Hai ??a tr? ?ang ng?i tràn nh?ng qu? b¢ng ??y mÖu s?c	Hai ??a tr? ?ang nh?y tràn nh?ng qu? b¢ng ??y mÖu s?c	0.76
Nh?ng ??a tr? ?ang m?c qu?n b¢ mÖu ?en vÖ nh?y lï cï	M?t s? tr? em ?ang m?c qu?n b¢ mÖu ?en vÖ nh?y lï cï	0.98
Nh?ng ??a tr? ?ang m?c qu?n b¢ mÖu ?en vÖ nh?y lï cï	Hai qu? b¢ng ?ang n?y làn v?i m?t s? ??a tr? ??y mÖu s?c	0.36
Nh?ng ??a tr? ?ang m?c qu?n b¢ mÖu ?en vÖ nh?y lï cï	Hai ??a tr? ?ang nh?y tràn nh?ng qu? b¢ng ??y mÖu s?c	0.42
M?t cì bÇ ?ang m?m c??i vÖ ?eo m?i gi? vÖ k°nh	Cì bÇ ?ang m?m c??i vÖ ?eo m?i gi? vÖ k°nh	0.98
Cì g†i t¢c vÖng m?c †o h?ng ?ang m?m c??i vÖ ?eo c?p k°nh ng? ngh?nh c¢ chi?c m?i to	Cì g†i t¢c vÖng m?c †o h?ng ?ang m?m c??i vui v? vÖ ?eo c?p k°nh ng? ngh?nh c¢ chi?c m?i to	0.96
Cì g†i t¢c vÖng m?c †o h?ng ?ang m?m c??i vÖ ?eo c?p k°nh ng? ngh?nh c¢ chi?c m?i to	Cì g†i t¢c vÖng m?c †o h?ng khìng c??i vÖ khìng ?eo k°nh ng? ngh?nh v?i chi?c m?i to	0.66
Cì g†i t¢c vÖng m?c †o h?ng ?ang m?m c??i vui v? vÖ ?eo c?p k°nh ng? ngh?nh c¢ chi?c m?i to	M?t cì bÇ ?ang m?m c??i vÖ ?eo m?i gi? vÖ k°nh	0.82
Cì g†i t¢c vÖng m?c †o h?ng ?ang m?m c??i vÖ ?eo c?p k°nh ng? ngh?nh c¢ chi?c m?i to	M?t cì bÇ ?ang cau mÖy vÖ th†o chi?c m?i gi? vÖ c?p k°nh ra	0.72
M?t ng??i ?Ön ìng ?ang phun n??c vÖo mi?ng m?t con ch¢ tr?ng b?ng s£ng phun n??c	M?t ng??i ?Ön ìng ?ang phun n??c vÖo mi?ng m?t con ch¢ tr?ng b?ng s£ng phun n??c	0.96
M?t ng??i ?Ön ìng ?ang phun ch?t siàu phun vÖo mi?ng m?t con ch¢	Ng??i ?Ön ìng ?ang phun m?t ch?t siàu th?m vÖo mi?ng con ch¢	0.98
M?t ng??i ?Ön ìng ?ang phun n??c vÖo mi?ng m?t con ch¢ tr?ng b?ng s£ng phun n??c	M?t ng??i ?Ön ìng ?ang phun ch?t siàu phun vÖo mi?ng m?t con ch¢	0.84
M?t c?u bÇ d??i chi?c ì ?ang ???c ng??i cha m?c chi?c †o kho†c mÖu xanh th? ra	M?t c?u bÇ ?ang ???c ng??i cha m?c †o kho†c xanh b? d??i chi?c ì	0.7
M?t ??a tr? ?ang ng?c nhiàn khi tr?i nghi?m m?t th? gi?i m?i	M?t ??a tr? ?ang tr?i nghi?m m?t th? gi?i m?i	0.9
M?t ??a tr? ?ang ng?	M?t c?u bÇ ?ang ???c ng??i cha m?c †o kho†c xanh b? d??i chi?c ì	0.32
M?t con ch¢ ?ang ?i d?c theo ??ng tuy?t	M?t con ch¢ ?ang ?i d?c theo m?t ??ng tuy?t	1
Khìng c¢ con ch¢ nÖo ?i d?c theo ??ng tuy?t	M?t con ch¢ ?ang ?i d?c theo m?t ??ng tuy?t	0.86
M?t ch£ ch¢ ?ang ch?i m?t mçnh tràn b?i bi?n ph? ??y tuy?t	M?t ch£ ch¢ ?ang ch?i m?t mçnh tràn b? bi?n ph? ??y tuy?t	0.86
M?t ch£ ch¢ ?ang ch?i m?t mçnh tràn b?i bi?n ph? ??y tuy?t	M?t con ch¢ ?ang ng? tràn b?i bi?n ph? ??y tuy?t	0.58
M?t con ch¢ mÖu nÉu nh?t ?ang ch?y tràn ph?	Khìng c¢ con ch¢ nÉu nh?t nÖo ch?y tràn ph?	0.72
M?t ch£ ch¢ l?n ?ang leo làn m?t ng?n ??i d?c	M?t ch£ ch¢ tuy?t v?i ?ang xu?ng m?t ng?n ??i d?c	0.72
M?t ch£ ch¢ l?n ?ang leo làn m?t ng?n ??i d?c m?t c†ch ?iàn cu?ng	M?t con ch¢ mÖu nÉu nh?t ?ang ch?y tràn ph?	0.56
M?t con ch¢ mÖu nÉu nh?t ?ang ch?y tràn ph?	M?t ch£ ch¢ tuy?t v?i ?ang xu?ng m?t ng?n ??i d?c	0.54
M?t ng??i ?Ön ìng vÖ m?t ng??i ph? n? ?ang ?i b? tràn ph?	M?t ng??i ?Ön ìng vÖ m?t ng??i ph? n? ?ang ?i b? tràn ph?	0.77
M?i ng??i khìng ?i b? qua m?t con ph? ?ìng ?£c	M?i ng??i ?ang ?i b? qua m?t con ph? ?ìng ?£c	0.86
M?i ng??i ?ang ?i b? qua ?†m ?ìng tràn ph?	M?i ng??i ?ang ?i b? qua m?t con ph? ?ìng ?£c	0.92
M?t ng??i ?Ön ìng vÖ m?t ng??i ph? n? ?ang ?i b? tràn ph?	M?i ng??i khìng ?i b? qua m?t con ph? ?ìng ?£c	0.7
M?i ng??i ?ang ?i b? qua ?†m ?ìng tràn ph?	M?t ng??i ?Ön ìng vÖ m?t ng??i ph? n? ?ang ?i b? tràn ph?	0.78
M?i ng??i ?ang ?i b? qua m?t con ph? ?ìng ?£c	M?t ng??i ?Ön ìng vÖ m?t ng??i ph? n? ?ang ?i b? tràn ph?	0.66
M?t ng??i l??t s¢ng ?ang c??i m?t con s¢ng l?n b?ng qua vóng n??c xanh ??m	M?t con s¢ng l?n ?ang ???c m?t ng??i l??t s¢ng c??i tràn m?t n??c xanh s?m	0.96
M?t ng??i l??t s¢ng ?ang c??i m?t con s¢ng l?n b?ng qua vóng n??c xanh ??m	Khìng c¢ ng??i l??t s¢ng nÖo c??i m?t con s¢ng l?n b?ng qua vóng n??c xanh s?m	0.6
Ng??i l??t s¢ng l?n ?ang c??i vÖ v?y tay	Ng??i l??t s¢ng ?ang c??i m?t con s¢ng l?n	0.66
M?t ng??i l??t s¢ng ?ang c??i m?t con s¢ng l?n b?ng qua vóng n??c xanh ??m	Ng??i l??t s¢ng l?n ?ang c??i vÖ v?y tay	0.74
M?t con s¢ng l?n ?ang ???c m?t ng??i l??t s¢ng c??i tràn m?t n??c xanh s?m	Ng??i l??t s¢ng ?ang c??i m?t con s¢ng l?n	0.92
Khìng c¢ ng??i l??t s¢ng nÖo c??i m?t con s¢ng l?n b?ng qua vóng n??c xanh s?m	Ng??i l??t s¢ng ?ang c??i m?t con s¢ng l?n	0.8
Ng??i ?Ön ìng c?i tr?n m?c qu?n short s?c vÖ ?eo k°nh rÉm ?ang ??ng g?n m?t ng??i m?c †o s? mi tr?ng vÖ ?eo k°nh rÉm	Ng??i ?Ön ìng da ?en c? b?p ?ang nh?y vÖ ng??i ?Ön ìng ph°a sau anh ta ?eo chu?i h?t mÖu xanh l† cÉy	0.38
M?t ng??i m?c qu?n x†m ?ang bay tràn v†n tr??t tuy?t	M?t ng??i ?ang m?c qu?n mÖu x†m tràn v†n tr??t tuy?t	0.86
M?t ng??i ?Ön ìng tr??t tuy?t ?ang nh?y làn khìng trung	M?t ng??i tr??t v†n ?ang nh?y tràn khìng trung	0.92
M?t ng??i ph? n? tr??t tuy?t ?ang nh?y làn khìng trung	M?t ng??i ?Ön ìng tr??t tuy?t ?ang nh?y làn khìng trung	0.78
M?t ng??i ph? n? tr??t tuy?t ?ang nh?y làn khìng trung	M?t ng??i m?c qu?n x†m ?ang bay tràn v†n tr??t tuy?t	0.74
Khìng c¢ ng??i ch?i qu?n v?t nÖo lao v? ph°a bàn tr†i	M?t v?n ??ng viàn qu?n v?t ?ang lao v? ph°a bàn tr†i	0.68
