sentence1;sentence2;similarity
Người đàn ông đang đổ một ít dầu vào quả cà chua;Người đàn ông đang đổ dầu vào một vài quả cà chua;0,98
Người đàn ông đang đổ dầu vào một vài quả cà chua;Không có người đàn ông nào đổ dầu vào cà chua;0,66
Người đàn ông đang đổ dầu vào một vài quả cà chua;Có ai đó đang đổ dầu cà chua vào người đàn ông;0,62
Người đàn ông đang đổ một ít dầu vào cà chua;Một người đổ dầu vào vài quả cà chua;0,86
Ít người đàn ông thích đổ dầu cà chua;Người đàn ông đang đổ một ít dầu vào cà chua;0,56
Người đàn ông đang đổ dầu vào một vài quả cà chua;Người đàn ông đang đổ một ít dầu vào cà chua;0,92
Sữa đang được một con mèo uống;Một người đàn ông say rượu đang vắt sữa một con mèo;0,48
Một chú mèo con đang uống sữa tươi;Một con mèo nhỏ đang uống sữa tươi;0,89
Sữa là thức uống của mèo con;Một chú mèo con đang uống sữa tươi;0,80
Một con mèo nhỏ đang uống sữa tươi;Sữa đang được một con mèo uống;0,84
Sữa là thức uống của mèo con;Sữa đang được một con mèo uống;0,78
Một chú mèo con đang uống sữa tươi;Con mèo đang uống sữa;0,84
Một chú mèo con đang uống sữa tươi;Một người đàn ông say rượu đang vắt sữa một con mèo;0,34
Một người đàn ông đang đổ một thùng chứa bằng nhựa;Một người đàn ông đang đổ đầy một thùng chứa bằng nhựa;0,68
Một người đàn ông đang vô tình cầm một con ếch;Một người đàn ông đang đổ hết một thùng chứa bằng nhựa;0,28
Một người đàn ông đang vô tình cầm một con ếch;Một người đàn ông đang đổ đầy một thùng chứa bằng nhựa;0,24
Một người đàn ông đang thái hành tây;Không có người đàn ông nào đang thái hành tây;0,74
Một người đàn ông đang thái hành tây;Củ hành đang được cắt bởi người đàn ông;1
Một người đàn ông đang thái hành tây;Không có củ hành nào được cắt bởi một người đàn ông;0,76
Không có người đàn ông nào đang thái hành tây;Một củ hành đang được cắt bởi một người đàn ông;0,52
Một củ hành đang được cắt bởi một người đàn ông;Một người đàn ông đang thái hành tây;0,96
Con voi đang được người phụ nữ cưỡi;Người phụ nữ đang cưỡi voi;0,96
Con voi đang được người phụ nữ cưỡi;Con voi không được cưỡi bởi người phụ nữ;0,58
Con voi đang được người phụ nữ cưỡi;Con voi đang cưỡi lên người phụ nữ;0,60
Người phụ nữ đang cưỡi voi;Một người đàn ông đang cưỡi ngựa một cách liều lĩnh;0,36
Con voi đang cưỡi lên người phụ nữ;Một người đàn ông đang cưỡi ngựa một cách liều lĩnh;0,30
Con voi đang được người phụ nữ cưỡi;Một người đang cưỡi ngựa một cách liều lĩnh;0,36
Con voi đang được người phụ nữ cưỡi;Không có người đàn ông nào liều lĩnh cưỡi ngựa;0,36
Có người đang cho động vật ăn;Có người đang cho động vật ăn;0,94
Có người đang cho động vật ăn;Không ai đang cho động vật ăn;0,72
Không có ai chơi đàn piano;Đàn piano đang được chơi bởi một ai đó;0,80
Có người đang cho động vật ăn;Có ai đó đang chơi đàn piano;0,26
Có người đang cho động vật ăn;Không có ai chơi đàn piano;0,20
Đàn piano đang được chơi bởi một ai đó;Có người đang cho động vật ăn;0,20
Đàn piano đang được chơi bởi một ai đó;Có người đang cho động vật ăn;0,20
Một người đàn ông đang nhấn nút của lò vi sóng;Các nút bấm của lò vi sóng đang được một người đàn ông nhấn;0,96
Một người đàn ông đang nhấn nút của lò vi sóng;Không có người đàn ông nào đang nhấn nút lò vi sóng;0,62
Một người đàn ông đang nhấn nút của lò vi sóng;Một người đàn ông đang bị đẩy về phía các nút bấm của lò vi sóng;0,56
Một người đàn ông đang bật lò vi sóng;Một người đàn ông đang bật lò vi sóng;0,90
Một người đàn ông đang nhấn nút của lò vi sóng;Một người đàn ông đang bật lò vi sóng;0,82
Một người đàn ông đang nhấn nút của lò vi sóng;Một người đàn ông đang tắt lò vi sóng;0,66
Một người đàn ông đang bật lò vi sóng;Các nút bấm của lò vi sóng đang được một người đàn ông nhấn;0,84
Một người đàn ông đang bị đẩy về phía các nút bấm của lò vi sóng;Một người đàn ông đang bật lò vi sóng;0,68
Không có người phụ nữ nào chơi sáo;Một người phụ nữ đang chơi sáo;0,68
Một cô gái đang chơi sáo;Không có người phụ nữ nào chơi sáo;0,68
Một cô gái đang chơi sáo một cách rất hay;Một người phụ nữ đang chơi sáo;0,74
Một người phụ nữ đang chơi sáo;Một cây sáo đang được một cô gái cất đi;0,46
Một cô gái đang làm một cây sáo không được chơi;Một người phụ nữ đang chơi sáo;0,54
Một người phụ nữ đang chơi sáo;Một cô gái đang chơi sáo;0,84
Vở kịch nói về một cậu bé vui vẻ chơi đàn piano;Một cậu bé đang vui vẻ chơi đàn piano;0,56
Một người đàn ông đang chơi đàn piano;Một người đang chơi đàn piano;0,88
Một người đàn ông đang chơi đàn piano;Một cây đàn piano không được chơi bởi một người đàn ông;0,66
Người chơi đàn piano đang là một người đàn ông cứng rắn;Một người đàn ông đang chơi đàn piano;0,68
Một người đàn ông đang chơi đàn piano;Một cậu bé đang vui vẻ chơi đàn piano;0,64
Cậu bé không vui vẻ khi chơi đàn piano;Một người đàn ông đang chơi đàn piano;0,48
Một con báo gêpa đang thở hổn hển đuổi theo con mồi của nó qua một cánh đồng;Một con báo gêpa đang đuổi theo con mồi của nó qua một cánh đồng;0,88
Một con báo gêpa đang bị con mồi hất tung khỏi cánh đồng.;Một con báo gêpa đang đuổi theo con mồi của nó qua một cánh đồng;0,76
Một con mồi đang chạy nhanh phía sau con báo gêpa;Một con báo gêpa đang đuổi theo con mồi của nó qua một cánh đồng;0,56
Một con báo gêpa đang thở hổn hển đuổi theo con mồi của nó qua một cánh đồng;Một con báo gêpa đang nhanh chóng chạy theo sau con mồi của nó.;0,92
Một con báo gêpa đang đuổi theo con mồi của nó qua một cánh đồng;Một con báo gêpa đang nhanh chóng chạy theo sau con mồi của nó.;0,88
Không có con sư tử nào đi lại mệt mỏi trong chuồng;Một con sư tử đang đi lại mệt mỏi trong chuồng;0,72
Không có con sư tử nào đi bộ;Một con sư tử đang đi chậm rãi;0,66
Không phải ai cũng có thể dắt sư tử đi;Một con sư tử đang đi chậm rãi;0,50
Một con sư tử đang đi lại mệt mỏi trong chuồng;Một con sư tử đang di chuyển chậm rãi xung quanh;0,80
Một con sư tử đang đi lại mệt mỏi trong chuồng;Không có con sư tử nào đi bộ;0,56
Không phải ai cũng có thể dắt sư tử đi;Một con sư tử đang đi lại mệt mỏi trong chuồng;0,46
Một con sư tử đang đi chậm rãi;Không có con sư tử nào đi lại mệt mỏi trong chuồng;0,70
Một con sư tử đang đi chậm rãi;Một con sư tử đang làm mệt cả chuồng bằng cách đi đi lại lại;0,82
Một con sư tử đang đi lại mệt mỏi trong chuồng;Một con sư tử đang đi chậm rãi;0,80
Một người đàn ông đang chơi sáo;Cây sáo đang được chơi bởi một người đàn ông;0,98
Một người đàn ông đang chơi sáo;Một cây sáo không được chơi bởi một người đàn ông;0,86
Một người đàn ông đang chơi đàn ghita rất to;Người lớn đang chơi đàn ghita rất to;0,96
Không có người đàn ông nào chơi đàn ghita một cách ồn ào;Một người đàn ông đang chơi đàn ghita rất to;0,80
Người đàn ông ồn ào không được phép chơi đàn ghi-ta;Một người đàn ông đang chơi đàn ghita rất to;0,52
Cây sáo đang được chơi bởi một người đàn ông;Một người đàn ông đang chơi đàn ghita rất to;0,68
Người đó đang thái hạt tiêu thành hạt màu cam;Một quả ớt cam đang được một người thái hạt lựu;0,98
Một đầu bếp đang nhanh chóng thái lát một số quả ớt chuông;Một đầu bếp đang thái lát một ít ớt chuông;0,94
Không có đầu bếp nào cắt lát ớt chuông;Một đầu bếp đang thái lát một ít ớt chuông;0,83
Người đó đang thái hạt tiêu thành hạt màu cam;Một đầu bếp đang nhanh chóng thái lát một số quả ớt chuông;0,78
Một số tiếng chuông đang reo gần một đầu bếp đang thái ớt;Người đó đang thái hạt tiêu thành hạt màu cam;0,46
Những viên xúc xắc màu cam đang được một đầu bếp ném để giành được hạt tiêu;Một đầu bếp đang thái lát một ít ớt chuông;0,50
Một cô gái đang cắt bơ thành hai miếng;Một cô gái đang cắt bơ thành hai miếng;0,98
Một cô gái đang cắt bơ thành hai miếng;Một cô gái đang nấu chảy hai miếng bơ với nhau;0,72
Một cô gái đang cắt bơ thành hai miếng;Một ảo thuật gia đang cắt một cô gái thành hai mảnh như cắt bơ;0,44
Một số miếng đậu phụ thái lát đang được một người phụ nữ ăn;Đậu phụ đang được một người phụ nữ thái lát;0,70
Đậu phụ không bị cắt bởi một người phụ nữ;Một cô gái đang cắt bơ thành hai miếng;0,38
Một cô gái đang cắt bơ thành hai miếng;Một số miếng đậu phụ thái lát đang được một người phụ nữ ăn;0,30
Đậu phụ đang được một người phụ nữ thái lát;Một cô gái đang cắt bơ thành hai miếng;0,42
Một cô gái đang nấu chảy hai miếng bơ với nhau;Đậu phụ đang được một người phụ nữ thái lát;0,29
Một ảo thuật gia đang cắt một cô gái thành hai mảnh như cắt bơ;Đậu phụ đang được một người phụ nữ thái lát;0,26
Một cô gái đang cắt bơ thành hai miếng;Đậu phụ đang được một người phụ nữ thái lát;0,48
Không có người đàn ông nào ngồi trên ghế;Một người đàn ông đang ngồi trên ghế;0,77
Không có người đàn ông nào ngồi trên ghế;Cô bé còn nhỏ đang chải tóc thành đuôi ngựa.;0,20
Một cô gái đang chải tóc cho một chú ngựa nhỏ;Một người đàn ông đang ngồi trên ghế;0,20
Một người đàn ông đang bất cẩn phết bơ lên một lát bánh mì có hương vị tỏi;Người đàn ông đang bất cẩn phết bơ lên một lát bánh mì tỏi;0,96
Người đàn ông đang bất cẩn phết bơ lên một lát bánh mì tỏi;Một người đàn ông đang lấy bơ ra khỏi một miếng bánh mì lớn;0,64
Một người đàn ông đang phết bơ lên một miếng bánh mì to;Một người đàn ông đang bất cẩn phết bơ lên một lát bánh mì có hương vị tỏi;0,80
Người đàn ông không phết bơ lên bánh mì;Một người đàn ông đang phết bơ lên một miếng bánh mì to;0,68
Người đàn ông đang bất cẩn phết bơ lên một lát bánh mì tỏi;Một người đàn ông đang phết bơ lên một miếng bánh mì to;0,80
Con vẹt đang nói chuyện một cách đáng kinh ngạc vào micrô;Con vẹt đang nói vào micrô;0,92
Con vẹt đang nói vào micrô;Con vẹt im lặng trước micro;0,72
Con vẹt đang nói;Một con vẹt đang nói;1
Một con vẹt đang nói;Không có con vẹt nào nói;0,74
Người nói thích vẹt;Một con vẹt đang nói;0,57
Con vẹt đang nói vào micrô;Con vẹt đang nói;0,76
Người nói thích vẹt;Con vẹt đang nói vào micrô;0,52
Con vẹt đang nói chuyện một cách đáng kinh ngạc vào micrô;Một con vẹt đang nói;0,88
Micrô trước con vẹt đang nói đang bị tắt tiếng;Một con vẹt đang nói;0,62
Con vẹt đang nói vào micrô;Một con vẹt đang nói;0,88
Một vài chú mèo con đang ăn;Một số con mèo con đang ăn;0,96
Thức ăn trên khay đang được mèo con ăn;Những chú mèo con đang ăn thức ăn trên khay;0,96
Những chú mèo con trên khay đang bị ăn thịt làm thức ăn cho một quảng cáo;Một số con mèo con đang ăn;0,54
Thức ăn trên khay đang được mèo con ăn;Một người đàn ông đang ăn gần những chú mèo con;0,60
Một người đang hát và chơi đàn ghi-ta;Một người đang hát và chơi đàn ghi-ta;0,98
Một người đàn ông đang cất một cây đàn guitar;Một người đàn ông đang say mê chơi đàn ghi-ta;0,66
Một người đàn ông đang say mê chơi đàn ghi-ta;Người chơi đàn ghita yêu người đàn ông một cách say đắm;0,50
Một người đang hát và chơi đàn ghi-ta;Một người đàn ông đang say mê chơi đàn ghi-ta;0,84
Người chơi đàn ghita yêu người đàn ông một cách say đắm;Một người đang hát và chơi đàn ghi-ta;0,52
Một người đàn ông đang say mê chơi đàn ghi-ta;Không có người nào vừa hát vừa chơi đàn ghita;0,64
Một người đàn ông đang say mê chơi đàn ghi-ta;Ca sĩ đang chơi đàn ghi-ta trước mặt một người;0,78
Một số động vật đã ra khỏi nước;Một vài con vật đang chơi đùa dưới nước;0,72
Không có ai chơi bóng bàn;Hai người đang chơi bóng bàn;0,70
Hai người đang chơi bóng bàn;Một người chơi bóng bàn đang gặp hai người;0,62
Hai người đang chơi bóng bàn;Một vài con vật đang chơi đùa dưới nước;0,20
Một người chơi bóng bàn đang gặp hai người;Một vài con vật đang chơi đùa dưới nước;0,20
Hai người đang chơi bóng bàn;Một số động vật đang chơi đùa một cách hoang dã trong nước;0,22
Các cửa sổ đang được lau chùi bởi một người đàn ông;Người đàn ông có một khoảng thời gian để tự vệ sinh bản thân;0,35
Người đàn ông đang lái xe;Người đàn ông không lái xe;0,84
Người đàn ông đang lái xe;Chiếc xe của tài xế được một người đàn ông đỗ lại;0,68
Người đàn ông đang lái xe một cách cẩn thận;Các cửa sổ đang được lau chùi bởi một người đàn ông;0,24
Các cửa sổ đang được lau chùi bởi một người đàn ông;Người đàn ông không lái xe;0,34
Chiếc xe của tài xế được một người đàn ông đỗ lại;Các cửa sổ đang được lau chùi bởi một người đàn ông;0,38
Người đàn ông đang lái xe;Người đàn ông có một khoảng thời gian để tự vệ sinh bản thân;0,32
Một con tinh tinh đang tức giận đá vào mục tiêu;Một con tinh tinh đang tức giận đá vào mục tiêu;0,96
Một con tinh tinh đang tức giận đá vào mục tiêu;Một con tinh tinh đang bắn trượt mục tiêu;0,64
Một con tinh tinh đang tức giận đá vào mục tiêu;Một người đàn ông tức giận đang nhắm vào một con tinh tinh đang đá;0,68
Người phụ nữ đang đổ dầu vào chảo;Người phụ nữ đang đổ dầu vào chảo;1
Người phụ nữ không đổ dầu vào chảo;Người phụ nữ đang đổ dầu vào chảo;0,72
Người phụ nữ đang đổ dầu vào chảo;Một con tinh tinh đang tức giận đá vào mục tiêu;0,20
Một con tinh tinh đang tức giận đá vào mục tiêu;Người phụ nữ không đổ dầu vào chảo;0,20
Một con tinh tinh đang tức giận đá vào mục tiêu;Chiếc chảo đang được một người phụ nữ tra dầu và đổ nước vào;0,20
Người phụ nữ đang đổ dầu vào chảo;Một con tinh tinh đang tức giận đá vào mục tiêu;0,20
Người phụ nữ đang đổ dầu vào chảo;Một con tinh tinh đang bắn trượt mục tiêu;0,20
Một người đàn ông tức giận đang nhắm vào một con tinh tinh đang đá;Người phụ nữ đang đổ dầu vào chảo;0,20
Một người đang cho thịt vào chảo một cách bất cẩn;Một người đang cho thịt vào chảo;0,86
Một người đang lấy thịt ra khỏi chảo;Một người đang cho thịt vào chảo;0,70
Một người phụ nữ đang bỏ đứa bé vào thùng rác;Một người đang cho thịt vào chảo;0,20
Con mèo con không háo hức uống sữa từ bát;Con mèo con đang háo hức uống một ít sữa từ bát;0,80
Một đứa trẻ nhỏ đang uống nước từ cốc;Một đứa trẻ nhỏ đang đổ đầy nước vào cốc;0,76
Một đứa trẻ nhỏ đang uống nước từ cốc;Con mèo con đang háo hức uống một ít sữa từ bát;0,28
Một đứa trẻ nhỏ đang uống nước từ cốc;Con mèo con không háo hức uống sữa từ bát;0,28
Ban nhạc đang hát rất to;Ban nhạc đang hát;0,92
Một người phụ nữ đang trang điểm cẩn thận;Một người phụ nữ đang trang điểm cẩn thận,;0,98
Một người phụ nữ đang cẩn thận tẩy trang;Một người phụ nữ đang trang điểm cẩn thận;0,56
Một người phụ nữ đang trang điểm cẩn thận,;Ban nhạc đang hát;0,20
Ban nhạc đang hát;Một người phụ nữ đang cẩn thận tẩy trang;0,20
Một người phụ nữ đang trang điểm cẩn thận;Ban nhạc đang hát rất to;0,20
Một người phụ nữ đang trang điểm cẩn thận;Ca sĩ đang rời khỏi ban nhạc;0,20
Một người đang chơi đàn ghita và hát;Không ai chơi guitar và hát;0,78
Một người đang chơi đàn ghita và hát;Ca sĩ đang thuê người để đuổi người chơi guitar;0,42
Người phụ nữ đang chơi đàn ghi-ta, đó là đàn ghi-ta mộc, và hát;Người phụ nữ không chơi đàn ghi-ta, loại đàn ghi-ta mộc, hoặc hát;0,76
Một người đang chơi đàn ghita và hát;Người phụ nữ không chơi đàn ghi-ta, loại đàn ghi-ta mộc, hoặc hát;0,58
Người phụ nữ đang chơi đàn ghi-ta, đó là đàn ghi-ta mộc, và hát;Một người đang chơi đàn ghi-ta và hát;0,88
Người phụ nữ đang chơi đàn ghi-ta, đó là đàn ghi-ta mộc, và hát;Một người đang chơi đàn ghita và hát;0,94
Một ít nước đang được một con mèo uống một cách ngẫu nhiên;Một con mèo đang uống nước;0,84
Một con mèo đang uống nước;Một người đàn ông say rượu đang vô tình tưới nước cho một con mèo;0,56
Một chiếc xe tải đang nhanh chóng đi xuống đồi;Một chiếc xe tải đang nhanh chóng xuống dốc;0,98
Một chiếc xe tải đang nhanh chóng đi xuống đồi;Một con mèo đang uống nước;0,20
Một chiếc xe tải đang nhanh chóng leo lên một ngọn đồi;Một con mèo đang uống nước;0,20
Một chiếc xe tải đang nhanh chóng xuống dốc;Không có nước được uống bởi một con mèo;0,20
Một chiếc xe tải đang nhanh chóng xuống dốc;Một người đàn ông say rượu đang vô tình tưới nước cho một con mèo;0,20
Một cô gái đang chơi đàn ghita;Người chơi guitar đang yêu một cô gái;0,56
Người đàn ông không chơi guitar một cách say mê;Một cô gái đang chơi đàn ghita;0,60
Một phụ nữ trẻ đang chơi đàn ghi-ta;Người đàn ông đang chơi đàn ghita một cách say mê;0,68
Một cô gái không chơi đàn ghi-ta;Người đàn ông đang chơi đàn ghita một cách say mê;0,68
Con ngựa đang được cưỡi bởi một người đàn ông;Một người đàn ông đang cưỡi con vật;0,88
Người đàn ông đang cưỡi ngựa;Con ngựa đang được cưỡi bởi một người đàn ông;0,74
Một người đàn ông đang cưỡi ngựa;Một người đàn ông đang lái xe máy;0,48
Con ngựa đang được cưỡi bởi một người đàn ông;Một người đàn ông đang lái xe máy;0,42
Một người đàn ông đang ném dao vào cây một cách nguy hiểm;Một người đàn ông đang ném dao vào một cái cây một cách nguy hiểm;1
Người đàn ông đang làm trò ảo thuật;Một người đàn ông đang nguy hiểm rút dao từ trên cây;0,40
Người đàn ông đang làm trò ảo thuật;Một số người đàn ông nguy hiểm cầm dao đang ném xe đạp vào cây;0,30
Người đàn ông đang làm trò ảo thuật;Một người đàn ông đang ném dao vào một cái cây một cách nguy hiểm;0,54
Cây đàn guitar đang được bán bởi một người phụ nữ;Đàn guitar đang được chơi bởi một người phụ nữ;0,62
Người đó không luyện tập guitar;Người đó đang luyện tập đàn guitar;0,80
Người tập luyện không thích đàn guitar;Người đó đang luyện tập đàn guitar;0,66
Đàn guitar đang được chơi bởi một người phụ nữ;Người đàn ông đang luyện tập đàn ghita;0,64
Người đó không luyện tập guitar;Đàn guitar đang được chơi bởi một người phụ nữ;0,54
Đàn guitar đang được chơi bởi một cô gái;Người đó đang luyện tập đàn guitar;0,76
Đàn guitar đang được chơi bởi một người phụ nữ;Người đó đang luyện tập đàn guitar;0,82
Bùn đang được ném vào cậu bé đang chơi;Cậu bé đang chơi trong bùn;0,74
Con mèo đang chơi với một thiết bị;Một con mèo đang chơi với một thiết bị;1
Không có con mèo nào chơi với một thiết bị;Một con mèo đang chơi với một thiết bị;0,70
Con mèo đang chơi với một thiết bị;Cậu bé đang chơi trong bùn;0,20
Một thiết bị chơi đang làm cho một con mèo vui;Cậu bé đang chơi trong bùn;0,20
Một con mèo đang chơi với một thiết bị;Cậu bé không chơi trong bùn;0,28
Một số thịt đang được cắt thành từng miếng bởi một người phụ nữ;Một người phụ nữ đang cắt thịt thành từng miếng;0,96
Một số thịt đang được khâu lại với nhau bởi một người phụ nữ;Một số thịt đang được cắt thành từng miếng bởi một người phụ nữ;0,65
Một người phụ nữ đang cắt thịt;Không có người phụ nữ nào đang cắt thịt;0,62
Một người phụ nữ đang cắt thịt thành từng miếng;Một người phụ nữ đang cắt thịt;0,98
Một người phụ nữ đang cắt thịt;Người phụ nữ đang ăn một số miếng thịt sống cắt nhỏ;0,68
Một người phụ nữ đang cắt thịt;Một số thịt đang được cắt thành từng miếng bởi một người phụ nữ;0,96
Một cậu bé tuổi teen không nói chuyện với một cô gái qua webcam;Một cậu bé tuổi teen đang nói chuyện với một cô gái qua webcam;0,62
Một cậu bé tuổi teen đang nói chuyện với một cô gái qua webcam;Một người đàn ông đang trò chuyện với một cô gái bằng camera internet;0,78
Một người đàn ông đang nói chuyện với một cô gái bằng camera internet;Một cậu bé tuổi teen đang nói chuyện với một cô gái bằng camera internet;0,78
Một người đàn ông đang nói chuyện với một cô gái bằng camera internet;Một cậu bé tuổi teen đang nói chuyện với một cô gái qua webcam;0,82
Một người đang đánh trứng mạnh trong bát;Một người khỏe mạnh đang để cây đánh trứng trong bát gần trứng;0,72
Một người đang đánh trứng mạnh trong bát;Một người phụ nữ đang đánh người đàn ông đang giữ hai quả trứng trong bát bằng cách sử dụng một cây đánh trứng;0,52
Một người phụ nữ đang đánh hai quả trứng trong một cái bát và sử dụng một cái đánh trứng làm bằng dây;Một người đang lấy trứng ra khỏi bát;0,56
Một chiếc xe màu trắng đang được người đàn ông lái;Chiếc xe màu trắng của một người đàn ông đang được lái đi;0,84
Người đàn ông đang trả lời phỏng vấn;Không có chiếc xe màu trắng nào được lái bởi người đàn ông;0,20
Một chiếc xe màu trắng đang được người đàn ông lái;Người phỏng vấn đang cho người đàn ông một cơ hội;0,32
Một người đàn ông đang trèo một sợi dây;Một sợi dây thừng đang được một người đàn ông trèo lên;0,84
Một người đàn ông đang ăn một củ cà rốt được cắt bằng máy;Một người đàn ông đang thái cà rốt bằng máy;0,72
Một người đàn ông đang lấy một củ cà rốt ra khỏi máy;Một sợi dây thừng đang được một người đàn ông trèo lên;0,30
Một người đàn ông đang trèo một sợi dây;Một người đàn ông đang thái cà rốt bằng máy;0,22
Không có sợi dây nào được một người đàn ông trèo lên;Một người đàn ông đang thái cà rốt bằng máy;0,22
Con mèo đang liếm một đĩa nông đầy sữa;Con mèo đang liếm sữa từ đĩa;0,84
Con mèo đang liếm sữa từ đĩa;Một chút nước sốt sữa đang được đưa cho con mèo;0,74
Con mèo đang liếm sữa từ đĩa;Một ít sữa đang được một con mèo đang đói khát uống;0,88
Con mèo đang liếm sữa từ đĩa;Con mèo đang đói khát uống sữa;0,86
Một em bé đang vui vẻ chơi đùa với một chú chó;Một em bé đang chơi với một con chó;0,94
Không có em bé nào chơi với chó;Một em bé đang chơi với một con chó;0,76
Một cậu bé đang chơi với một con chó;Cậu bé đang chơi với con chó;1
Một em bé đang chơi với một con chó;Cậu bé đang chơi với con chó;0,84
Một em bé đang vui vẻ chơi đùa với một chú chó;Một cậu bé đang chơi với một con chó;0,90
Một cậu bé đang chơi với một con chó;Không có em bé nào chơi với chó;0,64
Một cậu bé đang chơi với một con chó;Một em bé đang chơi với một con chó;0,82
Không có người phụ nữ nào gọt khoai tây;Một người phụ nữ đang gọt khoai tây;0,56
Vỏ khoai tây rơi trúng người phụ nữ;Một người phụ nữ đang gọt khoai tây;0,70
Người đàn ông không cắt khoai tây;Người đàn ông đang thái khoai tây;0,76
Một người phụ nữ đang gọt khoai tây;Người đàn ông đang thái lát khoai tây;0,62
Một người phụ nữ đang gọt khoai tây;Người đàn ông không cắt khoai tây;0,62
Vỏ khoai tây rơi trúng người phụ nữ;Người đàn ông đang thái khoai tây;0,44
Một người đàn ông đang chụp ảnh một hồ nước;Một người đàn ông đang chăm chú chụp ảnh một hồ nước;0,94
Bức ảnh một người đàn ông đang được chụp gần một hồ nước;Một người đàn ông đang chụp ảnh một hồ nước;0,68
Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;1
Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;Bức ảnh chụp một chiếc máy ảnh được một người đàn ông chụp trên bãi biển lúc hoàng hôn;0,80
Một người đàn ông đang chụp ảnh một hồ nước;Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;0,76
Một người đàn ông đang chụp ảnh một hồ nước;Người đàn ông cất máy ảnh đi và bước ra khỏi bãi biển;0,50
Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;Một người đàn ông đang chăm chú chụp ảnh một hồ nước;0,64
Một người đàn ông đang xé nát những bức ảnh về một hồ nước;Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;0,50
Bức ảnh một người đàn ông đang được chụp gần một hồ nước;Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;0,54
Người đàn ông đang dựng máy ảnh và chụp ảnh hoàng hôn trên bãi biển;Một người đàn ông đang chụp ảnh một hồ nước;0,68
Một người phụ nữ đang khâu bằng máy;Một người phụ nữ đang sử dụng máy khâu;0,98
Một người phụ nữ đang sử dụng máy khâu;Một người phụ nữ đang tháo chỉ bằng máy;0,81
Một người phụ nữ đang đập một quả trứng vào bát;Một người phụ nữ đang đặt một cái bát có vết nứt gần một quả trứng;0,64
Người phụ nữ đang đập hai quả trứng vào một cái bát làm bằng thủy tinh;Người phụ nữ đang đập hai quả trứng vào một cái bát thủy tinh;1
Một người phụ nữ đang đập một quả trứng vào bát;Người phụ nữ không đập hai quả trứng vào một cái bát thủy tinh;0,60
Người phụ nữ đang đập hai quả trứng vào một cái bát thủy tinh;Một quả trứng đang được một người phụ nữ đập vào bát;0,84
Một vài người đàn ông đang vui vẻ chơi cricket;Một vài người đàn ông đang chơi cricket;0,90
Mọi người không chơi cricket;Mọi người đang chơi cricket;0,80
Một vài người đàn ông đang chơi cricket;Một số người đang chơi cricket;0,90
Một vài người đàn ông đang chơi cricket;Mọi người không chơi cricket;0,84
Mọi người đang chơi cricket;Một vài người đàn ông đang xem cricket;0,70
Mọi người đang chơi cricket;Một vài người đàn ông đang chơi cricket;0,94
Một người đàn ông đang cho tỏi vào một số lát bánh mì;Một người đàn ông đang cho tỏi vào một số lát bánh mì;1
Một người đàn ông đang thái tỏi và cất bánh mì đi;Một người đàn ông đang cho tỏi vào một số lát bánh mì;0,66
Một người đàn ông đang rắc gia vị lên một số ổ bánh mì thái lát và phết bơ;Một người đang rắc gia vị lên một số ổ bánh mì thái lát và phết bơ;0,88
Một người đàn ông đang cho tỏi vào một số lát bánh mì;Không có người đàn ông nào rắc gia vị lên nhiều ổ bánh mì thái lát và phết bơ;0,62
Một người đàn ông đang rắc gia vị lên một số ổ bánh mì thái lát và phết bơ;Một người đàn ông đang thái tỏi và cất bánh mì đi;0,60
Một người đàn ông đang cho tỏi vào một số lát bánh mì;Một người đàn ông đang rắc gia vị lên một số ổ bánh mì thái lát và phết bơ;0,78
Hai con cá sấu đang nổi trong một hồ bơi màu xanh lá cây gần một số trẻ em đang chơi đùa;Hai đứa trẻ đang chơi trong hồ bơi với một chiếc phao hình cá sấu màu xanh lá cây;0,70
Hai đứa trẻ đang kéo một con cá sấu bơm hơi ra khỏi hồ bơi;Hai đứa trẻ đang đẩy một con cá sấu bơm hơi trong hồ bơi;0,74
Hai đứa trẻ đang chơi trong hồ bơi với một chiếc phao hình cá sấu màu xanh lá cây;Hai đứa trẻ đang kéo một con cá sấu bơm hơi ra khỏi hồ bơi;0,74
Hai đứa trẻ đang chơi trong hồ bơi với một chiếc phao hình cá sấu màu xanh lá cây;Hai đứa trẻ đang đẩy một con cá sấu bơm hơi trong hồ bơi;0,90
Hai đứa trẻ đang đẩy một con cá sấu bơm hơi trong hồ bơi;Hai đứa trẻ đang chơi trong hồ bơi với một chiếc phao hình cá sấu màu xanh lá cây;0,88
Có người đang ngã ngựa;Có ai đó đang cưỡi ngựa;0,76
Người đàn ông đang bị hất khỏi lưng ngựa;Người đàn ông không bị ngã khỏi ngựa;0,76
Người đàn ông đột nhiên bị hất khỏi lưng ngựa;Có người đang ngã ngựa;0,88
